Date,Time,,,CSZ System,TEMPERATURE PV,TEMPERATURE SP,TEMPERATURE %Out,PRODUCT PV,PRODUCT SP,PRODUCT %Out,
6/18/2024,18:45:55,,,,15.3,23.0,0.00,0.0,0.0,0.00,
6/18/2024,18:46:01,,,,15.3,23.0,100.00,14.4,23.0,0.00,
6/18/2024,18:46:07,,,,15.3,23.0,100.00,14.3,23.0,0.00,
6/18/2024,18:46:13,,,,15.3,23.0,100.00,14.5,23.0,0.00,
6/18/2024,18:46:19,,,,15.5,23.0,100.00,14.8,23.0,0.00,
6/18/2024,18:46:25,,,,15.8,23.0,100.00,15.0,23.0,0.00,
6/18/2024,18:46:31,,,,16.2,23.0,100.00,15.4,23.0,0.00,
6/18/2024,18:46:37,,,,16.7,23.0,100.00,15.7,23.0,0.00,
6/18/2024,18:46:43,,,,17.2,23.0,100.00,16.1,23.0,0.00,
6/18/2024,18:46:49,,,,17.8,23.0,99.34,16.6,23.0,0.00,
6/18/2024,18:46:55,,,,18.6,23.0,78.83,17.0,23.0,0.00,
6/18/2024,18:47:01,,,,19.4,23.0,79.89,17.6,23.0,0.00,
6/18/2024,18:47:07,,,,20.1,23.0,71.43,18.1,23.0,0.00,
6/18/2024,18:47:13,,,,21.2,23.0,59.50,18.7,23.0,0.00,
6/18/2024,18:47:19,,,,21.9,23.0,56.86,19.1,23.0,0.00,
6/18/2024,18:47:25,,,,22.7,23.0,54.65,19.5,23.0,0.00,
6/18/2024,18:47:31,,,,23.7,23.0,42.42,20.1,23.0,0.00,
6/18/2024,18:47:37,,,,24.4,23.0,37.99,20.6,23.0,0.00,
6/18/2024,18:47:43,,,,25.2,23.0,31.20,21.1,23.0,0.00,
6/18/2024,18:47:49,,,,25.8,23.0,34.21,21.6,23.0,0.00,
6/18/2024,18:47:55,,,,26.6,23.0,11.53,21.9,23.0,0.00,
6/18/2024,18:48:01,,,,27.2,23.0,16.13,22.4,23.0,0.00,
6/18/2024,18:48:07,,,,27.6,23.0,17.04,22.6,23.0,0.00,
6/18/2024,18:48:13,,,,28.1,23.0,6.32,22.9,23.0,0.00,
6/18/2024,18:48:19,,,,28.5,23.0,2.64,23.1,23.0,0.00,
6/18/2024,18:48:25,,,,28.9,23.0,-11.17,23.3,23.0,0.00,
6/18/2024,18:48:31,,,,29.2,23.0,-5.90,23.6,23.0,0.00,
6/18/2024,18:48:37,,,,29.4,23.0,-12.33,23.7,23.0,0.00,
6/18/2024,18:48:43,,,,29.7,23.0,-19.04,23.9,23.0,0.00,
6/18/2024,18:48:49,,,,29.8,23.0,-21.55,23.9,23.0,0.00,
6/18/2024,18:48:55,,,,29.6,23.0,-9.80,23.7,23.0,0.00,
6/18/2024,18:49:01,,,,29.3,23.0,-9.66,23.5,23.0,0.00,
6/18/2024,18:49:07,,,,28.9,23.0,-12.41,23.3,23.0,0.00,
6/18/2024,18:49:13,,,,28.6,23.0,-8.94,23.3,23.0,0.00,
6/18/2024,18:49:19,,,,28.2,23.0,-13.78,23.2,23.0,0.00,
6/18/2024,18:49:25,,,,27.9,23.0,-11.06,23.1,23.0,0.00,
6/18/2024,18:49:31,,,,27.6,23.0,-11.99,23.0,23.0,0.00,
6/18/2024,18:49:37,,,,27.5,23.0,-13.63,23.0,23.0,0.00,
6/18/2024,18:49:43,,,,27.2,23.0,-19.33,22.8,23.0,0.00,
6/18/2024,18:49:49,,,,26.8,23.0,-20.31,22.7,23.0,0.00,
6/18/2024,18:49:55,,,,26.5,23.0,-11.37,22.4,23.0,0.00,
6/18/2024,18:50:01,,,,26.1,23.0,-7.17,22.3,23.0,0.00,
6/18/2024,18:50:07,,,,25.8,23.0,-17.67,22.1,23.0,0.00,
6/18/2024,18:50:13,,,,25.5,23.0,-13.79,22.0,23.0,0.00,
6/18/2024,18:50:19,,,,25.1,23.0,-5.42,21.8,23.0,0.00,
6/18/2024,18:50:25,,,,24.8,23.0,-18.06,21.8,23.0,0.00,
6/18/2024,18:50:31,,,,24.5,23.0,-4.49,21.6,23.0,0.00,
6/18/2024,18:50:37,,,,24.2,23.0,-6.39,21.4,23.0,0.00,
6/18/2024,18:50:43,,,,23.8,23.0,-2.76,21.2,23.0,0.00,
6/18/2024,18:50:49,,,,23.5,23.0,1.43,20.9,23.0,0.00,
6/18/2024,18:50:55,,,,23.3,23.0,-7.61,20.9,23.0,0.00,
6/18/2024,18:51:01,,,,23.2,23.0,-0.86,20.9,23.0,0.00,
6/18/2024,18:51:07,,,,22.9,23.0,-4.68,20.9,23.0,0.00,
6/18/2024,18:51:13,,,,22.9,23.0,-4.31,20.9,23.0,0.00,
6/18/2024,18:51:19,,,,22.9,23.0,-8.75,21.0,23.0,0.00,
6/18/2024,18:51:25,,,,22.8,45.0,-1.30,20.9,45.0,0.00,
6/18/2024,18:51:31,,,,22.8,45.0,100.00,20.9,45.0,0.00,
6/18/2024,18:51:37,,,,22.7,45.0,100.00,20.9,45.0,0.00,
6/18/2024,18:51:43,,,,22.8,45.0,100.00,21.1,45.0,0.00,
6/18/2024,18:51:49,,,,23.2,45.0,100.00,21.4,45.0,0.00,
6/18/2024,18:51:55,,,,23.4,45.0,100.00,21.8,45.0,0.00,
6/18/2024,18:52:01,,,,24.1,45.0,100.00,22.2,45.0,0.00,
6/18/2024,18:52:07,,,,24.7,45.0,100.00,22.7,45.0,0.00,
6/18/2024,18:52:13,,,,25.4,45.0,100.00,23.2,45.0,0.00,
6/18/2024,18:52:19,,,,26.2,45.0,100.00,23.8,45.0,0.00,
6/18/2024,18:52:25,,,,26.9,45.0,100.00,24.2,45.0,0.00,
6/18/2024,18:52:31,,,,27.8,45.0,94.46,24.7,45.0,0.00,
6/18/2024,18:52:37,,,,28.8,45.0,100.00,25.3,45.0,0.00,
6/18/2024,18:52:43,,,,29.8,45.0,75.58,26.1,45.0,0.00,
6/18/2024,18:52:49,,,,30.7,45.0,81.03,26.6,45.0,0.00,
6/18/2024,18:52:55,,,,31.7,45.0,67.73,27.2,45.0,0.00,
6/18/2024,18:53:01,,,,32.7,45.0,61.58,27.8,45.0,0.00,
6/18/2024,18:53:07,,,,33.6,45.0,62.94,28.3,45.0,0.00,
6/18/2024,18:53:13,,,,34.6,45.0,46.69,28.8,45.0,0.00,
6/18/2024,18:53:19,,,,35.4,45.0,41.49,29.3,45.0,0.00,
6/18/2024,18:53:25,,,,36.4,45.0,43.57,29.9,45.0,0.00,
6/18/2024,18:53:31,,,,37.1,45.0,37.90,30.4,45.0,0.00,
6/18/2024,18:53:37,,,,37.9,45.0,39.62,30.9,45.0,0.00,
6/18/2024,18:53:43,,,,38.4,45.0,37.94,31.3,45.0,0.00,
6/18/2024,18:53:49,,,,39.1,45.0,27.22,31.7,45.0,0.00,
6/18/2024,18:53:55,,,,39.8,45.0,23.60,32.1,45.0,0.00,
6/18/2024,18:54:01,,,,40.2,45.0,25.78,32.3,45.0,0.00,
6/18/2024,18:54:07,,,,40.8,45.0,25.09,32.7,45.0,0.00,
6/18/2024,18:54:13,,,,41.2,45.0,35.02,33.0,45.0,0.00,
6/18/2024,18:54:19,,,,41.6,45.0,28.31,33.2,45.0,0.00,
6/18/2024,18:54:25,,,,42.0,45.0,26.78,33.6,45.0,0.00,
6/18/2024,18:54:31,,,,42.3,45.0,27.97,33.8,45.0,0.00,
6/18/2024,18:54:37,,,,42.6,45.0,27.94,34.2,45.0,0.00,
6/18/2024,18:54:43,,,,42.9,45.0,22.41,34.4,45.0,0.00,
6/18/2024,18:54:49,,,,43.1,45.0,27.88,34.6,45.0,0.00,
6/18/2024,18:54:55,,,,43.4,45.0,21.82,34.8,45.0,0.00,
6/18/2024,18:55:01,,,,43.7,45.0,23.71,34.9,45.0,0.00,
6/18/2024,18:55:07,,,,43.8,45.0,23.04,35.2,45.0,0.00,
6/18/2024,18:55:13,,,,44.1,45.0,22.48,35.4,45.0,0.00,
6/18/2024,18:55:19,,,,44.3,45.0,22.75,35.7,45.0,0.00,
6/18/2024,18:55:25,,,,44.5,45.0,19.38,35.8,45.0,0.00,
6/18/2024,18:55:31,,,,44.7,45.0,24.91,36.2,45.0,0.00,
6/18/2024,18:55:37,,,,44.8,45.0,23.21,36.3,45.0,0.00,
6/18/2024,18:55:43,,,,44.9,45.0,24.11,36.6,45.0,0.00,
6/18/2024,18:55:49,,,,45.2,45.0,14.96,36.7,45.0,0.00,
6/18/2024,18:55:55,,,,45.3,45.0,12.48,36.9,45.0,0.00,
6/18/2024,18:56:01,,,,45.4,45.0,21.49,36.9,45.0,0.00,
6/18/2024,18:56:07,,,,45.5,45.0,19.21,37.2,45.0,0.00,
6/18/2024,18:56:13,,,,45.6,45.0,13.27,37.3,45.0,0.00,
6/18/2024,18:56:19,,,,45.7,45.0,10.87,37.4,45.0,0.00,
6/18/2024,18:56:25,,,,45.8,45.0,11.87,37.7,45.0,0.00,
6/18/2024,18:56:31,,,,45.9,45.0,7.48,37.9,45.0,0.00,
6/18/2024,18:56:37,,,,45.9,45.0,13.53,37.9,45.0,0.00,
6/18/2024,18:56:43,,,,46.0,45.0,10.59,38.1,45.0,0.00,
6/18/2024,18:56:49,,,,46.1,45.0,-0.56,38.1,45.0,0.00,
6/18/2024,18:56:55,,,,46.1,45.0,5.57,38.2,45.0,0.00,
6/18/2024,18:57:01,,,,46.1,45.0,9.61,38.3,45.0,0.00,
6/18/2024,18:57:07,,,,46.1,25.0,3.95,38.6,25.0,0.00,
6/18/2024,18:57:13,,,,46.1,25.0,-100.00,38.6,25.0,0.00,
6/18/2024,18:57:19,,,,45.8,25.0,-100.00,38.1,25.0,0.00,
6/18/2024,18:57:25,,,,44.5,25.0,-54.40,36.3,25.0,0.00,
6/18/2024,18:57:31,,,,42.3,25.0,-39.63,34.7,25.0,0.00,
6/18/2024,18:57:37,,,,40.4,25.0,-35.67,33.3,25.0,0.00,
6/18/2024,18:57:43,,,,38.5,25.0,-35.00,32.7,25.0,0.00,
6/18/2024,18:57:49,,,,37.1,25.0,-37.81,32.1,25.0,0.00,
6/18/2024,18:57:55,,,,35.4,25.0,-28.72,31.1,25.0,0.00,
6/18/2024,18:58:01,,,,33.9,25.0,-6.71,30.4,25.0,0.00,
6/18/2024,18:58:07,,,,33.1,25.0,-18.81,30.2,25.0,0.00,
6/18/2024,18:58:13,,,,32.1,25.0,-16.02,29.8,25.0,0.00,
6/18/2024,18:58:19,,,,31.2,25.0,-1.31,29.3,25.0,0.00,
6/18/2024,18:58:25,,,,30.4,25.0,-1.97,28.9,25.0,0.00,
6/18/2024,18:58:31,,,,29.8,25.0,-13.44,28.6,25.0,0.00,
6/18/2024,18:58:37,,,,29.2,25.0,-5.10,28.5,25.0,0.00,
6/18/2024,18:58:43,,,,28.9,25.0,-9.09,28.4,25.0,0.00,
6/18/2024,18:58:49,,,,28.6,25.0,-7.61,28.2,25.0,0.00,
6/18/2024,18:58:55,,,,28.2,25.0,-12.19,27.9,25.0,0.00,
6/18/2024,18:59:01,,,,28.0,25.0,-11.97,27.9,25.0,0.00,
6/18/2024,18:59:07,,,,27.7,25.0,-9.36,27.6,25.0,0.00,
6/18/2024,18:59:13,,,,27.4,25.0,-7.11,27.2,25.0,0.00,
6/18/2024,18:59:19,,,,27.1,25.0,-13.88,27.1,25.0,0.00,
6/18/2024,18:59:25,,,,26.9,25.0,-3.36,27.1,25.0,0.00,
6/18/2024,18:59:31,,,,26.8,25.0,-12.68,27.0,25.0,0.00,
6/18/2024,18:59:37,,,,26.5,25.0,-12.31,26.5,25.0,0.00,
6/18/2024,18:59:43,,,,26.1,25.0,2.80,26.2,25.0,0.00,
6/18/2024,18:59:49,,,,25.7,25.0,-1.04,26.1,25.0,0.00,
6/18/2024,18:59:55,,,,25.6,25.0,0.04,26.0,25.0,0.00,
6/18/2024,19:00:01,,,,25.6,25.0,-14.58,26.2,25.0,0.00,
6/18/2024,19:00:07,,,,25.6,25.0,-9.72,26.2,25.0,0.00,
6/18/2024,19:00:13,,,,25.5,25.0,-11.61,26.0,25.0,0.00,
6/18/2024,19:00:19,,,,25.2,25.0,1.47,25.7,25.0,0.00,
6/18/2024,19:00:25,,,,25.2,25.0,-9.24,25.7,25.0,0.00,
6/18/2024,19:00:31,,,,25.0,25.0,-8.59,25.6,25.0,0.00,
6/18/2024,19:00:37,,,,25.0,25.0,-6.11,25.6,25.0,0.00,
6/18/2024,19:00:43,,,,24.9,25.0,-2.73,25.4,25.0,0.00,
6/18/2024,19:00:49,,,,24.8,25.0,-6.04,25.4,25.0,0.00,
6/18/2024,19:00:55,,,,24.8,25.0,-0.68,25.4,25.0,0.00,
6/18/2024,19:01:01,,,,24.7,25.0,0.80,25.3,25.0,0.00,
6/18/2024,19:01:07,,,,24.6,25.0,-2.82,25.2,25.0,0.00,
6/18/2024,19:01:13,,,,24.6,25.0,3.70,25.2,25.0,0.00,
6/18/2024,19:01:19,,,,24.6,25.0,-5.04,25.3,25.0,0.00,
6/18/2024,19:01:25,,,,24.7,25.0,-8.21,25.3,25.0,0.00,
6/18/2024,19:01:31,,,,24.7,25.0,-0.03,25.2,25.0,0.00,
6/18/2024,19:01:37,,,,24.6,45.0,100.00,25.1,45.0,0.00,
6/18/2024,19:01:43,,,,24.7,45.0,100.00,25.2,45.0,0.00,
6/18/2024,19:01:49,,,,24.7,45.0,100.00,25.3,45.0,0.00,
6/18/2024,19:01:55,,,,25.1,45.0,100.00,25.7,45.0,0.00,
6/18/2024,19:02:01,,,,25.6,45.0,100.00,26.0,45.0,0.00,
6/18/2024,19:02:07,,,,26.2,45.0,100.00,26.4,45.0,0.00,
6/18/2024,19:02:13,,,,26.8,45.0,100.00,26.8,45.0,0.00,
6/18/2024,19:02:19,,,,27.7,45.0,88.48,27.4,45.0,0.00,
6/18/2024,19:02:25,,,,28.5,45.0,87.76,27.9,45.0,0.00,
6/18/2024,19:02:31,,,,29.2,45.0,88.40,28.3,45.0,0.00,
6/18/2024,19:02:37,,,,30.3,45.0,79.20,29.0,45.0,0.00,
6/18/2024,19:02:43,,,,31.2,45.0,77.21,29.6,45.0,0.00,
6/18/2024,19:02:49,,,,32.2,45.0,67.39,30.1,45.0,0.00,
6/18/2024,19:02:55,,,,33.2,45.0,72.95,30.6,45.0,0.00,
6/18/2024,19:03:01,,,,34.2,45.0,62.28,31.2,45.0,0.00,
6/18/2024,19:03:07,,,,35.0,45.0,53.25,31.7,45.0,0.00,
6/18/2024,19:03:13,,,,36.0,45.0,42.53,32.2,45.0,0.00,
6/18/2024,19:03:19,,,,36.8,45.0,34.82,32.7,45.0,0.00,
6/18/2024,19:03:25,,,,37.7,45.0,30.71,33.2,45.0,0.00,
