DateTime,CSZ System,TEMPERATURE PV,TEMPERATURE SP,TEMPERATURE %Out,PRODUCT PV,PRODUCT SP,PRODUCT %Out,
7/16/2024 23:32:48,,23.2,23.0,7.56,23.2,23.0,0.00,
7/16/2024 23:32:54,,22.9,23.0,12.58,23.1,23.0,0.00,
7/16/2024 23:33:00,,22.9,23.0,9.79,23.2,23.0,0.00,
7/16/2024 23:33:06,,22.9,23.0,-2.50,23.2,23.0,0.00,
7/16/2024 23:33:12,,22.9,23.0,-0.01,23.2,23.0,0.00,
7/16/2024 23:33:18,,22.9,23.0,0.51,23.2,23.0,0.00,
7/16/2024 23:33:24,,22.9,23.0,5.11,23.2,23.0,0.00,
7/16/2024 23:33:30,,22.8,23.0,5.67,23.2,23.0,0.00,
7/16/2024 23:33:36,,22.9,23.0,1.50,23.2,23.0,0.00,
7/16/2024 23:33:42,,22.9,23.0,1.42,23.3,23.0,0.00,
7/16/2024 23:33:48,,22.9,23.0,5.80,23.3,23.0,0.00,
7/16/2024 23:33:54,,22.9,23.0,2.64,23.2,23.0,0.00,
7/16/2024 23:34:00,,22.9,23.0,7.55,23.2,23.0,0.00,
7/16/2024 23:34:06,,22.9,23.0,7.69,23.1,23.0,0.00,
7/16/2024 23:34:12,,22.9,23.0,8.57,23.2,23.0,0.00,
7/16/2024 23:34:18,,22.9,23.0,5.51,23.2,23.0,0.00,
7/16/2024 23:34:24,,22.9,23.0,6.71,23.2,23.0,0.00,
7/16/2024 23:34:30,,22.9,23.0,-0.94,23.2,23.0,0.00,
7/16/2024 23:34:36,,22.9,23.0,5.23,23.2,23.0,0.00,
7/16/2024 23:34:42,,22.9,23.0,-2.01,23.2,23.0,0.00,
7/16/2024 23:34:48,,22.9,23.0,8.49,23.1,23.0,0.00,
7/16/2024 23:34:54,,22.7,23.0,5.15,22.9,23.0,0.00,
7/16/2024 23:35:00,,22.6,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:35:06,,22.6,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:35:12,,22.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:35:18,,22.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:35:24,,22.8,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:35:30,,22.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:35:36,,22.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:35:42,,22.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:35:48,,23.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:35:54,,23.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:00,,23.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:06,,23.2,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:12,,23.2,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:18,,23.2,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:24,,23.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:30,,23.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:36,,23.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:42,,23.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:48,,23.5,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:36:54,,23.5,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:00,,23.6,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:06,,23.6,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:12,,23.7,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:18,,23.7,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:24,,23.7,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:30,,23.7,23.0,0.00,22.8,23.0,0.00,
7/16/2024 23:37:36,,23.8,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:42,,23.8,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:48,,23.8,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:37:54,,23.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:00,,23.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:06,,23.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:12,,23.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:18,,23.9,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:24,,24.0,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:30,,24.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:36,,24.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:42,,24.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:48,,24.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:38:54,,24.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:00,,24.1,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:06,,24.2,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:12,,24.2,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:18,,24.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:24,,24.2,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:30,,24.2,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:36,,24.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:42,,24.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:48,,24.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:39:54,,24.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:00,,24.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:06,,24.3,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:12,,24.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:18,,24.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:24,,24.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:30,,24.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:36,,24.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:42,,24.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:48,,24.4,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:40:54,,24.5,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:41:00,,24.5,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:41:06,,24.5,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:41:12,,24.6,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:41:18,,24.6,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:41:24,,24.6,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:41:30,,24.6,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:41:36,,24.6,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:41:42,,24.6,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:41:48,,24.6,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:41:54,,24.6,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:42:00,,24.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:42:06,,24.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:42:12,,24.7,23.0,0.00,22.9,23.0,0.00,
7/16/2024 23:42:18,,24.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:42:24,,24.7,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:42:30,,24.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:42:36,,24.7,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:42:42,,24.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:42:48,,24.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:42:54,,24.7,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:43:00,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:06,,24.8,23.0,0.00,23.0,23.0,0.00,
7/16/2024 23:43:12,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:18,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:24,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:30,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:36,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:42,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:48,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:43:54,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:00,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:06,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:12,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:18,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:24,,24.8,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:30,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:36,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:42,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:48,,25.0,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:44:54,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:45:00,,24.9,23.0,0.00,23.2,23.0,0.00,
7/16/2024 23:45:06,,25.0,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:45:12,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:45:18,,24.9,23.0,0.00,23.1,23.0,0.00,
7/16/2024 23:45:24,,25.0,23.0,0.00,23.1,23.0,0.00,
