Current, Voltage, Capacity, Cumulative_capacity, Seconds, Test_State, SOC
-9.99855e-05,3.08765,-3.00937e-05,-0.000270849,07/16/2024 23:36:17.233486420,2,-1.24873e-05
-9.99856e-05,3.08801,-3.00944e-05,-0.000300944,07/16/2024 23:36:18.317040740,2,-1.38748e-05
-9.99855e-05,3.08835,-3.00942e-05,-0.000331038,07/16/2024 23:36:19.400589100,2,-1.52622e-05
-9.99855e-05,3.08868,-3.00939e-05,-0.000361132,07/16/2024 23:36:20.484127220,2,-1.66497e-05
-9.99855e-05,3.08898,-3.00941e-05,-0.000391226,07/16/2024 23:36:21.567672300,2,-1.80372e-05
-9.99855e-05,3.08928,-3.00941e-05,-0.00042132,07/16/2024 23:36:22.651216680,2,-1.94246e-05
-9.99855e-05,3.08955,-3.00944e-05,-0.000451415,07/16/2024 23:36:23.734770360,2,-2.08121e-05
-9.99855e-05,3.08981,-3.00945e-05,-0.000481509,07/16/2024 23:36:24.818330680,2,-2.21996e-05
-9.99855e-05,3.09006,-3.00942e-05,-0.000511603,07/16/2024 23:36:25.901876920,2,-2.35871e-05
-9.99855e-05,3.09031,-3.00942e-05,-0.000541697,07/16/2024 23:36:26.985424460,2,-2.49745e-05
-9.99855e-05,3.09053,-3.01041e-05,-0.000571802,07/16/2024 23:36:28.069330500,2,-2.63625e-05
-9.99855e-05,3.09075,-3.00942e-05,-0.000601896,07/16/2024 23:36:29.152877920,2,-2.77499e-05
-9.99856e-05,3.09096,-3.00944e-05,-0.00063199,07/16/2024 23:36:30.236434020,2,-2.91374e-05
-9.99855e-05,3.09116,-3.00939e-05,-0.000662084,07/16/2024 23:36:31.319971660,2,-3.05249e-05
-9.99855e-05,3.09136,-3.00955e-05,-0.00069218,07/16/2024 23:36:32.403567900,2,-3.19124e-05
-9.99856e-05,3.09154,-3.00945e-05,-0.000722274,07/16/2024 23:36:33.487126860,2,-3.32999e-05
-9.99855e-05,3.09172,-3.0094e-05,-0.000752368,07/16/2024 23:36:34.570668540,2,-3.46873e-05
-9.99855e-05,3.09189,-3.00941e-05,-0.000782462,07/16/2024 23:36:35.654211500,2,-3.60748e-05
-9.99855e-05,3.09205,-3.00939e-05,-0.000812556,07/16/2024 23:36:36.737750080,2,-3.74622e-05
-9.99856e-05,3.09222,-3.00947e-05,-0.000842651,07/16/2024 23:36:37.821314240,2,-3.88497e-05
-9.99856e-05,3.09237,-3.00937e-05,-0.000872745,07/16/2024 23:36:38.904842700,2,-4.02372e-05
-9.99856e-05,3.09251,-3.0099e-05,-0.000902843,07/16/2024 23:36:39.988561340,2,-4.16249e-05
-9.99856e-05,3.09266,-3.00941e-05,-0.000932938,07/16/2024 23:36:41.072104300,2,-4.30123e-05
-9.99855e-05,3.0928,-3.00941e-05,-0.000963032,07/16/2024 23:36:42.155648340,2,-4.43998e-05
-9.99856e-05,3.09293,-3.00938e-05,-0.000993125,07/16/2024 23:36:43.239180620,2,-4.57872e-05
-9.99856e-05,3.09307,-3.00945e-05,-0.00102322,07/16/2024 23:36:44.322738840,2,-4.71747e-05
-9.99855e-05,3.09319,-3.00935e-05,-0.00105331,07/16/2024 23:36:45.406260760,2,-4.85622e-05
-9.99855e-05,3.09331,-3.00945e-05,-0.00108341,07/16/2024 23:36:46.489821800,2,-4.99497e-05
-9.99855e-05,3.09343,-3.00942e-05,-0.0011135,07/16/2024 23:36:47.573371780,2,-5.13371e-05
-9.99855e-05,3.09354,-3.00948e-05,-0.0011436,07/16/2024 23:36:48.656940940,2,-5.27246e-05
-9.99855e-05,3.09365,-3.00943e-05,-0.00117369,07/16/2024 23:36:49.740493340,2,-5.41121e-05
-9.99855e-05,3.09376,-3.00953e-05,-0.00120379,07/16/2024 23:36:50.824082380,2,-5.54996e-05
-9.99855e-05,3.09386,-3.00944e-05,-0.00123388,07/16/2024 23:36:51.907637900,2,-5.68871e-05
-9.99854e-05,3.09396,-3.00942e-05,-0.00126398,07/16/2024 23:36:52.991187980,2,-5.82746e-05
-9.99854e-05,3.09407,-3.00944e-05,-0.00129407,07/16/2024 23:36:54.074742940,2,-5.9662e-05
-9.99856e-05,3.09416,-3.00975e-05,-0.00132417,07/16/2024 23:36:55.158408920,2,-6.10497e-05
-9.99854e-05,3.09425,-3.00945e-05,-0.00135426,07/16/2024 23:36:56.241967280,2,-6.24371e-05
-9.99856e-05,3.09434,-3.00942e-05,-0.00138436,07/16/2024 23:36:57.325515260,2,-6.38246e-05
-9.99856e-05,3.09443,-3.00937e-05,-0.00141445,07/16/2024 23:36:58.409044960,2,-6.52121e-05
-9.99856e-05,3.09451,-3.00941e-05,-0.00144454,07/16/2024 23:36:59.492589880,2,-6.65995e-05
-9.99855e-05,3.09459,-3.00942e-05,-0.00147464,07/16/2024 23:37:00.576136920,2,-6.7987e-05
-9.99856e-05,3.09467,-3.00941e-05,-0.00150473,07/16/2024 23:37:01.659681120,2,-6.93745e-05
-9.99855e-05,3.09476,-3.0095e-05,-0.00153483,07/16/2024 23:37:02.743256720,2,-7.0762e-05
-9.99856e-05,3.09483,-3.00942e-05,-0.00156492,07/16/2024 23:37:03.826804080,2,-7.21494e-05
-9.99856e-05,3.09491,-3.00937e-05,-0.00159501,07/16/2024 23:37:04.910331980,2,-7.35369e-05
-9.99855e-05,3.09498,-3.00937e-05,-0.00162511,07/16/2024 23:37:05.993861980,2,-7.49243e-05
-9.99856e-05,3.09504,-3.00947e-05,-0.0016552,07/16/2024 23:37:07.077428460,2,-7.63118e-05
-9.99856e-05,3.09511,-3.00939e-05,-0.0016853,07/16/2024 23:37:08.160962600,2,-7.76993e-05
-9.99856e-05,3.09518,-3.00952e-05,-0.00171539,07/16/2024 23:37:09.244547120,2,-7.90868e-05
-9.99857e-05,3.09525,-3.00941e-05,-0.00174549,07/16/2024 23:37:10.328089680,2,-8.04742e-05
-9.99856e-05,3.09531,-3.00934e-05,-0.00177558,07/16/2024 23:37:11.411609080,2,-8.18617e-05
-9.99856e-05,3.09537,-3.00958e-05,-0.00180568,07/16/2024 23:37:12.495212520,2,-8.32492e-05
-9.99856e-05,3.09543,-3.00942e-05,-0.00183577,07/16/2024 23:37:13.578758480,2,-8.46367e-05
-9.99856e-05,3.09549,-3.00936e-05,-0.00186586,07/16/2024 23:37:14.662284720,2,-8.60241e-05
-9.99855e-05,3.09555,-3.00938e-05,-0.00189596,07/16/2024 23:37:15.745820020,2,-8.74116e-05
-9.99856e-05,3.0956,-3.01038e-05,-0.00192606,07/16/2024 23:37:16.829714360,2,-8.87995e-05
-9.99855e-05,3.09565,-3.00944e-05,-0.00195616,07/16/2024 23:37:17.913268160,2,-9.0187e-05
-9.99855e-05,3.09571,-3.00944e-05,-0.00198625,07/16/2024 23:37:18.996823500,2,-9.15744e-05
-9.99856e-05,3.09576,-3.00944e-05,-0.00201634,07/16/2024 23:37:20.080379380,2,-9.29619e-05
-9.99856e-05,3.09581,-3.00945e-05,-0.00204644,07/16/2024 23:37:21.163937680,2,-9.43494e-05
-9.99855e-05,3.09586,-3.00943e-05,-0.00207653,07/16/2024 23:37:22.247487860,2,-9.57369e-05
-9.99855e-05,3.09591,-3.00948e-05,-0.00210663,07/16/2024 23:37:23.331058180,2,-9.71244e-05
-9.99855e-05,3.09595,-3.00942e-05,-0.00213672,07/16/2024 23:37:24.414606240,2,-9.85118e-05
-9.99856e-05,3.096,-3.00943e-05,-0.00216682,07/16/2024 23:37:25.498158160,2,-9.98993e-05
-9.99856e-05,3.09604,-3.00944e-05,-0.00219691,07/16/2024 23:37:26.581712680,2,-0.000101287
-9.99856e-05,3.09609,-3.00959e-05,-0.00222701,07/16/2024 23:37:27.665320340,2,-0.000102674
-9.99855e-05,3.09613,-3.00944e-05,-0.0022571,07/16/2024 23:37:28.748876580,2,-0.000104062
-9.99855e-05,3.09617,-3.00936e-05,-0.00228719,07/16/2024 23:37:29.832403240,2,-0.000105449
-9.99855e-05,3.09622,-3.0096e-05,-0.00231729,07/16/2024 23:37:30.916014280,2,-0.000106837
-9.99856e-05,3.09626,-3.00942e-05,-0.00234738,07/16/2024 23:37:31.999560160,2,-0.000108224
-9.99856e-05,3.0963,-3.00945e-05,-0.00237748,07/16/2024 23:37:33.083118060,2,-0.000109612
-9.99855e-05,3.09634,-3.00936e-05,-0.00240757,07/16/2024 23:37:34.166644680,2,-0.000110999
-9.99856e-05,3.09637,-3.00941e-05,-0.00243767,07/16/2024 23:37:35.250187760,2,-0.000112387
-9.99856e-05,3.09641,-3.00941e-05,-0.00246776,07/16/2024 23:37:36.333731420,2,-0.000113774
-9.99856e-05,3.09645,-3.00939e-05,-0.00249785,07/16/2024 23:37:37.417266900,2,-0.000115162
-9.99855e-05,3.09649,-3.00944e-05,-0.00252795,07/16/2024 23:37:38.500821920,2,-0.000116549
-9.99855e-05,3.09652,-3.00946e-05,-0.00255804,07/16/2024 23:37:39.584383640,2,-0.000117937
-9.99854e-05,3.09654,-3.0094e-05,-0.00258814,07/16/2024 23:37:40.667926000,2,-0.000119324
-9.99856e-05,3.09658,-3.00947e-05,-0.00261823,07/16/2024 23:37:41.751492740,2,-0.000120712
-9.99854e-05,3.09662,-3.00943e-05,-0.00264833,07/16/2024 23:37:42.835047600,2,-0.000122099
-9.99855e-05,3.09665,-3.00937e-05,-0.00267842,07/16/2024 23:37:43.918579140,2,-0.000123486
-9.99854e-05,3.09668,-3.00937e-05,-0.00270851,07/16/2024 23:37:45.002112480,2,-0.000124874
-9.99855e-05,3.09672,-3.00941e-05,-0.00273861,07/16/2024 23:37:46.085658580,2,-0.000126261
-9.99856e-05,3.09675,-3.00934e-05,-0.0027687,07/16/2024 23:37:47.169177640,2,-0.000127649
-9.99855e-05,3.09677,-3.00937e-05,-0.0027988,07/16/2024 23:37:48.252708960,2,-0.000129036
-9.99854e-05,3.0968,-3.00962e-05,-0.00282889,07/16/2024 23:37:49.336329540,2,-0.000130424
-9.99855e-05,3.09683,-3.00943e-05,-0.00285899,07/16/2024 23:37:50.419881120,2,-0.000131811
-9.99856e-05,3.09686,-3.00943e-05,-0.00288908,07/16/2024 23:37:51.503431420,2,-0.000133199
-9.99856e-05,3.09688,-3.00948e-05,-0.00291918,07/16/2024 23:37:52.587000600,2,-0.000134586
-9.99856e-05,3.09692,-3.00935e-05,-0.00294927,07/16/2024 23:37:53.670524120,2,-0.000135974
-9.99855e-05,3.09694,-3.00939e-05,-0.00297936,07/16/2024 23:37:54.754060820,2,-0.000137361
-9.99855e-05,3.09697,-3.00936e-05,-0.00300946,07/16/2024 23:37:55.837585700,2,-0.000138749
-9.99856e-05,3.09699,-3.00939e-05,-0.00303955,07/16/2024 23:37:56.921122980,2,-0.000140136
-9.99856e-05,3.09701,-3.00937e-05,-0.00306964,07/16/2024 23:37:58.004653760,2,-0.000141523
-9.99855e-05,3.09704,-3.13342e-05,-0.00310098,07/16/2024 23:37:59.132848260,2,-0.000142968
-9.99855e-05,3.09706,-3.00938e-05,-0.00313107,07/16/2024 23:38:00.216381580,2,-0.000144356
-9.99856e-05,3.09709,-3.00945e-05,-0.00316117,07/16/2024 23:38:01.299940680,2,-0.000145743
-9.99855e-05,3.09711,-3.00965e-05,-0.00319126,07/16/2024 23:38:02.383571360,2,-0.000147131
-9.99856e-05,3.09713,-3.0096e-05,-0.00322136,07/16/2024 23:38:03.467182060,2,-0.000148518
-9.99856e-05,3.09715,-3.01042e-05,-0.00325146,07/16/2024 23:38:04.551089320,2,-0.000149906
-9.99855e-05,3.09718,-3.0097e-05,-0.00328156,07/16/2024 23:38:05.634736400,2,-0.000151294
-9.99855e-05,3.09719,-3.0094e-05,-0.00331165,07/16/2024 23:38:06.718276160,2,-0.000152681
-9.99856e-05,3.09722,-3.00941e-05,-0.00334175,07/16/2024 23:38:07.801818180,2,-0.000154069
-9.99855e-05,3.09725,-3.00963e-05,-0.00337184,07/16/2024 23:38:08.885440380,2,-0.000155456
-9.99856e-05,3.09726,-3.0094e-05,-0.00340194,07/16/2024 23:38:09.968981600,2,-0.000156844
-9.99855e-05,3.09728,-3.00943e-05,-0.00343203,07/16/2024 23:38:11.052532280,2,-0.000158231
-9.99855e-05,3.0973,-3.00959e-05,-0.00346213,07/16/2024 23:38:12.136142240,2,-0.000159619
-9.99855e-05,3.09732,-3.00935e-05,-0.00349222,07/16/2024 23:38:13.219664220,2,-0.000161006
-9.99855e-05,3.09735,-3.00941e-05,-0.00352232,07/16/2024 23:38:14.303207440,2,-0.000162394
-9.99855e-05,3.09736,-3.00961e-05,-0.00355241,07/16/2024 23:38:15.386824120,2,-0.000163781
-9.99856e-05,3.09738,-3.00943e-05,-0.00358251,07/16/2024 23:38:16.470374780,2,-0.000165169
-9.99855e-05,3.0974,-3.00946e-05,-0.0036126,07/16/2024 23:38:17.553935800,2,-0.000166556
-9.99855e-05,3.09742,-3.00973e-05,-0.0036427,07/16/2024 23:38:18.637597660,2,-0.000167944
-9.99856e-05,3.09744,-3.00942e-05,-0.00367279,07/16/2024 23:38:19.721144540,2,-0.000169331
-9.99854e-05,3.09745,-3.0094e-05,-0.00370289,07/16/2024 23:38:20.804688320,2,-0.000170719
-9.99855e-05,3.09747,-3.00964e-05,-0.00373298,07/16/2024 23:38:21.888316400,2,-0.000172106
-9.99856e-05,3.0975,-3.00937e-05,-0.00376308,07/16/2024 23:38:22.971846800,2,-0.000173494
-9.99856e-05,3.09751,-3.00941e-05,-0.00379317,07/16/2024 23:38:24.055392160,2,-0.000174881
-9.99855e-05,3.09753,-3.00954e-05,-0.00382327,07/16/2024 23:38:25.138982560,2,-0.000176269
-9.99855e-05,3.09754,-3.00939e-05,-0.00385336,07/16/2024 23:38:26.222519660,2,-0.000177656
-9.99856e-05,3.09756,-3.00942e-05,-0.00388345,07/16/2024 23:38:27.306067000,2,-0.000179044
-9.99855e-05,3.09757,-3.00963e-05,-0.00391355,07/16/2024 23:38:28.389689520,2,-0.000180431
-9.99856e-05,3.09759,-3.00936e-05,-0.00394364,07/16/2024 23:38:29.473213340,2,-0.000181819
-9.99855e-05,3.09761,-3.00942e-05,-0.00397374,07/16/2024 23:38:30.556760480,2,-0.000183206
-9.99855e-05,3.09762,-3.00957e-05,-0.00400383,07/16/2024 23:38:31.640363600,2,-0.000184594
-9.99855e-05,3.09764,-3.00943e-05,-0.00403393,07/16/2024 23:38:32.723914960,2,-0.000185981
-9.99856e-05,3.09765,-3.00939e-05,-0.00406402,07/16/2024 23:38:33.807450300,2,-0.000187368
-9.99855e-05,3.09766,-3.0097e-05,-0.00409412,07/16/2024 23:38:34.891100660,2,-0.000188756
-9.99855e-05,3.09768,-3.00943e-05,-0.00412421,07/16/2024 23:38:35.974652040,2,-0.000190144
-9.99855e-05,3.0977,-3.00956e-05,-0.00415431,07/16/2024 23:38:37.058250760,2,-0.000191531
-9.99856e-05,3.09771,-3.00966e-05,-0.00418441,07/16/2024 23:38:38.141885080,2,-0.000192919
-9.99855e-05,3.09773,-3.00943e-05,-0.0042145,07/16/2024 23:38:39.225437560,2,-0.000194306
-9.99856e-05,3.09773,-3.00941e-05,-0.00424459,07/16/2024 23:38:40.308982080,2,-0.000195694
-9.99855e-05,3.09775,-3.00963e-05,-0.00427469,07/16/2024 23:38:41.392606340,2,-0.000197081
-9.99855e-05,3.09777,-3.00946e-05,-0.00430479,07/16/2024 23:38:42.476170020,2,-0.000198469
-9.99856e-05,3.09778,-3.00939e-05,-0.00433488,07/16/2024 23:38:43.559707440,2,-0.000199856
-9.99855e-05,3.09779,-3.00965e-05,-0.00436498,07/16/2024 23:38:44.643337740,2,-0.000201244
-9.99856e-05,3.0978,-3.00935e-05,-0.00439507,07/16/2024 23:38:45.726860660,2,-0.000202631
-9.99856e-05,3.09782,-3.00946e-05,-0.00442516,07/16/2024 23:38:46.810420880,2,-0.000204019
-9.99855e-05,3.09783,-3.00958e-05,-0.00445526,07/16/2024 23:38:47.894025120,2,-0.000205406
-9.99856e-05,3.09785,-3.00942e-05,-0.00448535,07/16/2024 23:38:48.977572140,2,-0.000206794
-9.99855e-05,3.09785,-3.00942e-05,-0.00451545,07/16/2024 23:38:50.061119860,2,-0.000208181
-9.99855e-05,3.09787,-3.0095e-05,-0.00454554,07/16/2024 23:38:51.144697700,2,-0.000209569
-9.99856e-05,3.09788,-3.00942e-05,-0.00457564,07/16/2024 23:38:52.228244480,2,-0.000210956
-9.99856e-05,3.0979,-3.01035e-05,-0.00460574,07/16/2024 23:38:53.312128360,2,-0.000212344
-9.99854e-05,3.09792,-3.00959e-05,-0.00463584,07/16/2024 23:38:54.395738540,2,-0.000213732
-9.99856e-05,3.09792,-3.00944e-05,-0.00466593,07/16/2024 23:38:55.479293800,2,-0.000215119
-9.99855e-05,3.09794,-3.00938e-05,-0.00469602,07/16/2024 23:38:56.562827360,2,-0.000216506
-9.99855e-05,3.09795,-3.0096e-05,-0.00472612,07/16/2024 23:38:57.646440280,2,-0.000217894
-9.99855e-05,3.09795,-3.00943e-05,-0.00475621,07/16/2024 23:38:58.729990720,2,-0.000219281
-9.99856e-05,3.09797,-3.00949e-05,-0.00478631,07/16/2024 23:38:59.813562900,2,-0.000220669
-9.99856e-05,3.09798,-3.00962e-05,-0.00481641,07/16/2024 23:39:00.897182680,2,-0.000222057
-9.99856e-05,3.09799,-3.00942e-05,-0.0048465,07/16/2024 23:39:01.980730020,2,-0.000223444
-9.99855e-05,3.098,-3.00942e-05,-0.00487659,07/16/2024 23:39:03.064278080,2,-0.000224831
-9.99855e-05,3.09801,-3.00954e-05,-0.00490669,07/16/2024 23:39:04.147871140,2,-0.000226219
-9.99855e-05,3.09802,-3.00942e-05,-0.00493678,07/16/2024 23:39:05.231418860,2,-0.000227606
-9.99855e-05,3.09803,-3.00941e-05,-0.00496688,07/16/2024 23:39:06.314964160,2,-0.000228994
-9.99856e-05,3.09804,-3.00962e-05,-0.00499697,07/16/2024 23:39:07.398584540,2,-0.000230381
-9.99856e-05,3.09806,-3.00938e-05,-0.00502707,07/16/2024 23:39:08.482117020,2,-0.000231769
-9.99855e-05,3.09806,-3.00944e-05,-0.00505716,07/16/2024 23:39:09.565671760,2,-0.000233156
-9.99855e-05,3.09807,-3.00976e-05,-0.00508726,07/16/2024 23:39:10.649342960,2,-0.000234544
-9.99855e-05,3.09809,-3.0094e-05,-0.00511735,07/16/2024 23:39:11.732882300,2,-0.000235931
-9.99853e-05,3.09809,-3.00935e-05,-0.00514745,07/16/2024 23:39:12.816408280,2,-0.000237319
-9.99855e-05,3.0981,-3.00979e-05,-0.00517755,07/16/2024 23:39:13.900090000,2,-0.000238707
-9.99854e-05,3.09811,-3.00939e-05,-0.00520764,07/16/2024 23:39:14.983627580,2,-0.000240094
-9.99854e-05,3.09812,-3.00936e-05,-0.00523773,07/16/2024 23:39:16.067153580,2,-0.000241481
-9.99854e-05,3.09813,-3.00956e-05,-0.00526783,07/16/2024 23:39:17.150754340,2,-0.000242869
-9.99855e-05,3.09815,-3.00939e-05,-0.00529792,07/16/2024 23:39:18.234290620,2,-0.000244256
-9.99855e-05,3.09816,-3.00932e-05,-0.00532802,07/16/2024 23:39:19.317802960,2,-0.000245644
-9.99855e-05,3.09817,-3.00966e-05,-0.00535811,07/16/2024 23:39:20.401437340,2,-0.000247031
-9.99856e-05,3.09817,-3.00939e-05,-0.00538821,07/16/2024 23:39:21.484972260,2,-0.000248419
-9.99855e-05,3.09819,-3.00942e-05,-0.0054183,07/16/2024 23:39:22.568519380,2,-0.000249806
-9.99855e-05,3.09819,-3.00958e-05,-0.0054484,07/16/2024 23:39:23.652123740,2,-0.000251194
-9.99856e-05,3.0982,-3.00939e-05,-0.00547849,07/16/2024 23:39:24.735658820,2,-0.000252581
-9.99855e-05,3.09821,-3.00943e-05,-0.00550858,07/16/2024 23:39:25.819210600,2,-0.000253969
-9.99856e-05,3.09822,-3.00963e-05,-0.00553868,07/16/2024 23:39:26.902834240,2,-0.000255356
-9.99855e-05,3.09823,-3.00935e-05,-0.00556877,07/16/2024 23:39:27.986358980,2,-0.000256744
-9.99855e-05,3.09824,-3.00949e-05,-0.00559887,07/16/2024 23:39:29.069933020,2,-0.000258131
-9.99855e-05,3.09825,-3.00955e-05,-0.00562896,07/16/2024 23:39:30.153529220,2,-0.000259519
-9.99855e-05,3.09826,-3.00936e-05,-0.00565906,07/16/2024 23:39:31.237056360,2,-0.000260906
-9.99854e-05,3.09825,-3.00962e-05,-0.00568915,07/16/2024 23:39:32.320675540,2,-0.000262294
-9.99855e-05,3.09827,-3.00959e-05,-0.00571925,07/16/2024 23:39:33.404286260,2,-0.000263681
-9.99856e-05,3.09828,-3.00941e-05,-0.00574934,07/16/2024 23:39:34.487829760,2,-0.000265069
-9.99856e-05,3.09829,-3.00945e-05,-0.00577944,07/16/2024 23:39:35.571387420,2,-0.000266456
-9.99855e-05,3.09829,-3.00963e-05,-0.00580954,07/16/2024 23:39:36.655012620,2,-0.000267844
-9.99856e-05,3.0983,-3.00943e-05,-0.00583963,07/16/2024 23:39:37.738563200,2,-0.000269231
-9.99855e-05,3.09831,-3.00936e-05,-0.00586972,07/16/2024 23:39:38.822091560,2,-0.000270619
-9.99856e-05,3.09833,-3.00965e-05,-0.00589982,07/16/2024 23:39:39.905721580,2,-0.000272006
-9.99855e-05,3.09833,-3.00935e-05,-0.00592991,07/16/2024 23:39:40.989243560,2,-0.000273394
-9.99855e-05,3.09834,-3.01137e-05,-0.00596003,07/16/2024 23:39:42.073492360,2,-0.000274782
-9.99855e-05,3.09835,-3.00938e-05,-0.00599012,07/16/2024 23:39:43.157026780,2,-0.00027617
-9.99855e-05,3.09836,-3.00955e-05,-0.00602022,07/16/2024 23:39:44.240619780,2,-0.000277557
-9.99855e-05,3.09836,-3.00938e-05,-0.00605031,07/16/2024 23:39:45.324155480,2,-0.000278945
-9.99854e-05,3.09837,-3.00933e-05,-0.0060804,07/16/2024 23:39:46.407671000,2,-0.000280332
-9.99855e-05,3.09838,-3.00952e-05,-0.0061105,07/16/2024 23:39:47.491257020,2,-0.00028172
-9.99855e-05,3.09839,-3.00943e-05,-0.00614059,07/16/2024 23:39:48.574807280,2,-0.000283107
-9.99855e-05,3.09839,-3.00931e-05,-0.00617069,07/16/2024 23:39:49.658318080,2,-0.000284494
-9.99854e-05,3.0984,-3.00937e-05,-0.00620078,07/16/2024 23:39:50.741848900,2,-0.000285882
-9.99856e-05,3.09841,-3.00937e-05,-0.00623087,07/16/2024 23:39:51.825379240,2,-0.000287269
-9.99855e-05,3.09842,-3.0093e-05,-0.00626097,07/16/2024 23:39:52.908883580,2,-0.000288657
-9.99855e-05,3.09843,-3.00936e-05,-0.00629106,07/16/2024 23:39:53.992410560,2,-0.000290044
-9.99855e-05,3.09843,-3.00938e-05,-0.00632115,07/16/2024 23:39:55.075944900,2,-0.000291432
-9.99856e-05,3.09844,-3.00931e-05,-0.00635125,07/16/2024 23:39:56.159451120,2,-0.000292819
-9.99856e-05,3.09845,-3.0093e-05,-0.00638134,07/16/2024 23:39:57.242954660,2,-0.000294207
-9.99856e-05,3.09846,-3.00936e-05,-0.00641143,07/16/2024 23:39:58.326480780,2,-0.000295594
-9.99855e-05,3.09846,-3.00932e-05,-0.00644153,07/16/2024 23:39:59.409993600,2,-0.000296981
-9.99855e-05,3.09847,-3.00945e-05,-0.00647162,07/16/2024 23:40:00.493554500,2,-0.000298369
-9.99854e-05,3.09848,-3.00934e-05,-0.00650171,07/16/2024 23:40:01.577073760,2,-0.000299756
-9.99855e-05,3.09848,-3.00938e-05,-0.00653181,07/16/2024 23:40:02.660608860,2,-0.000301144
-9.99855e-05,3.09849,-3.00934e-05,-0.0065619,07/16/2024 23:40:03.744130600,2,-0.000302531
-9.99854e-05,3.09849,-3.00939e-05,-0.006592,07/16/2024 23:40:04.827669560,2,-0.000303919
