amb_pv_temp
23.2
23.147765068475604
23.095530136951208
23.043295205426812
22.991060273902413
22.938825342378017
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.89059246554871
22.873180821707244
22.85576917786578
22.838357534024315
22.820945890182852
22.803534246341385
22.813877397500082
22.831289041341545
22.84870068518301
22.866112329024475
22.88352397286594
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.895321916462965
22.860498628780032
22.825675341097103
22.79085205341417
22.75602876573124
22.72120547804831
22.69319109518269
22.675779451341224
22.658367807499758
22.640956163658295
22.62354451981683
22.606132875975366
22.6
22.6
22.6
22.6
22.6
22.6
22.615748630914894
22.63316027475636
22.650571918597826
22.66798356243929
22.685395206280756
22.702806850122222
22.720218493963685
22.73763013780515
22.755041781646618
22.772453425488084
22.789865069329547
22.8
22.8
22.8
22.8
22.8
22.8
22.811746576219807
22.82915822006127
22.846569863902737
22.8639815077442
22.881393151585666
22.898804795427132
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.9
22.915489043049433
22.950312330732363
22.985135618415296
23.019958906098225
23.054782193781158
23.08960548146409
23.1
23.1
23.1
23.1
23.1
23.1
23.1
23.1
23.1
23.1
23.1
23.10374246682963
23.121154110671096
23.13856575451256
23.155977398354025
23.17338904219549
23.190800686036955
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.217152055976005
23.23456369981747
23.251975343658934
23.2693869875004
23.286798631341867
23.3
23.3
23.3
23.3
23.3
23.3
23.308680138232123
23.32609178207359
23.343503425915053
23.36091506975652
23.378326713597986
23.39573835743945
23.4
23.4
23.4
23.4
23.4
23.400208220488242
23.41761986432971
23.43503150817117
23.452443152012638
23.469854795854104
23.48726643969557
23.5
23.5
23.5
23.5
23.5
23.5
23.509147946585827
23.526559590427294
23.54397123426876
23.561382878110223
23.57879452195169
23.596206165793156
23.6
23.6
23.6
23.6
23.6
23.60067602884195
23.618087672683412
23.63549931652488
23.65291096036634
23.670322604207808
23.68773424804927
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.7
23.701143837195648
23.718555481037114
23.73596712487858
23.753378768720047
23.77079041256151
23.788202056402977
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.814553426342027
23.831965070183493
23.849376714024956
23.866788357866422
23.88420000170789
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.902079453903056
23.919491097744523
23.936902741585985
23.954314385427452
23.97172602926892
23.989137673110385
24.00654931695185
24.023960960793314
24.04137260463478
24.058784248476247
24.076195892317713
24.093607536159176
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.115956851403137
24.133368495244603
24.15078013908607
24.168191782927533
24.185603426769
24.2
24.2
24.2
24.2
24.2
24.2
24.207484933659256
24.224896577500722
24.24230822134219
24.25971986518365
24.277131509025118
24.294543152866584
24.28804520329195
24.270633559450488
24.25322191560902
24.235810271767555
24.21839862792609
24.200986984084626
24.2
24.2
24.2
24.2
24.2
24.203482878964167
24.220894522805633
24.2383061666471
24.255717810488566
24.27312945433003
24.290541098171495
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.3
24.312890413415456
24.330302057256922
24.347713701098385
24.36512534493985
24.382536988781315
24.39994863262278
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.40935616707407
24.426767810915536
24.444179454757
24.461591098598465
24.47900274243993
24.496414386281398
24.5
24.5
24.5
24.5
24.5
24.5
24.5
24.5
24.5
24.5
24.5
24.50535411237898
24.522765756220448
24.540177400061914
24.557589043903377
24.575000687744843
24.59241233158631
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.60628972908639
24.623701372927854
24.64111301676932
24.658524660610784
24.67593630445225
24.693347948293717
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.716165071891382
24.733576715732845
24.75098835957431
24.768400003415778
24.785811647257244
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
24.8
