soc
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.38749e-06
-2.77495e-06
-4.16244e-06
-5.54991e-06
-6.93738e-06
-8.32491e-06
-9.71238e-06
-1.10999e-05
-1.24873e-05
-1.38748e-05
-1.52622e-05
-1.66497e-05
-1.80372e-05
-1.94246e-05
-2.08121e-05
-2.21996e-05
-2.35871e-05
-2.49745e-05
-2.49745e-05
-2.63625e-05
-2.77499e-05
-2.91374e-05
-3.05249e-05
-3.19124e-05
-3.32999e-05
-3.46873e-05
-3.60748e-05
-3.74622e-05
-3.88497e-05
-4.02372e-05
-4.16249e-05
-4.30123e-05
-4.43998e-05
-4.57872e-05
-4.71747e-05
-4.85622e-05
-4.99497e-05
-5.13371e-05
-5.27246e-05
-5.41121e-05
-5.54996e-05
-5.68871e-05
-5.82746e-05
-5.9662e-05
-6.10497e-05
-6.24371e-05
-6.24371e-05
-6.38246e-05
-6.52121e-05
-6.65995e-05
-6.7987e-05
-6.93745e-05
-7.0762e-05
-7.21494e-05
-7.35369e-05
-7.49243e-05
-7.63118e-05
-7.76993e-05
-7.90868e-05
-8.04742e-05
-8.18617e-05
-8.32492e-05
-8.46367e-05
-8.60241e-05
-8.74116e-05
-8.87995e-05
-9.0187e-05
-9.15744e-05
-9.29619e-05
-9.43494e-05
-9.57369e-05
-9.71244e-05
-9.85118e-05
-9.98993e-05
-9.98993e-05
-0.000101287
-0.000102674
-0.000104062
-0.000105449
-0.000106837
-0.000108224
-0.000109612
-0.000110999
-0.000112387
-0.000113774
-0.000115162
-0.000116549
-0.000117937
-0.000119324
-0.000120712
-0.000122099
-0.000123486
-0.000124874
-0.000126261
-0.000127649
-0.000129036
-0.000130424
-0.000131811
-0.000133199
-0.000134586
-0.000135974
-0.000137361
-0.000137361
-0.000138749
-0.000140136
-0.000141523
-0.000142968
-0.000144356
-0.000145743
-0.000147131
-0.000148518
-0.000149906
-0.000151294
-0.000152681
-0.000154069
-0.000155456
-0.000156844
-0.000158231
-0.000159619
-0.000161006
-0.000162394
-0.000163781
-0.000165169
-0.000166556
-0.000167944
-0.000169331
-0.000170719
-0.000172106
-0.000172106
-0.000173494
-0.000174881
-0.000176269
-0.000177656
-0.000179044
-0.000180431
-0.000181819
-0.000183206
-0.000184594
-0.000185981
-0.000187368
-0.000188756
-0.000190144
-0.000191531
-0.000192919
-0.000194306
-0.000195694
-0.000197081
-0.000198469
-0.000199856
-0.000201244
-0.000202631
