amb_sp_temp
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
296.0
