Date,Time,,,CSZ System,TEMPERATURE PV,TEMPERATURE SP,TEMPERATURE %Out,PRODUCT PV,PRODUCT SP,PRODUCT %Out,
7/18/2024,10:10:21,,,,18.6,40.0,0.00,0.0,0.0,0.00,
7/18/2024,10:10:27,,,,18.6,40.0,0.00,17.8,40.0,0.00,
7/18/2024,10:10:33,,,,18.4,40.0,0.00,17.8,40.0,0.00,
7/18/2024,10:10:39,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:10:45,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:10:51,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:10:57,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:03,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:09,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:15,,,,18.4,40.0,0.00,18.0,40.0,0.00,
7/18/2024,10:11:21,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:27,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:33,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:39,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:45,,,,18.4,40.0,0.00,18.0,40.0,0.00,
7/18/2024,10:11:51,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:11:57,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:12:03,,,,18.4,40.0,0.00,18.0,40.0,0.00,
7/18/2024,10:12:09,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:12:15,,,,18.3,40.0,0.00,18.0,40.0,0.00,
7/18/2024,10:12:21,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:12:27,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:12:33,,,,18.3,40.0,0.00,18.0,40.0,0.00,
7/18/2024,10:12:39,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:12:45,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:12:51,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:12:57,,,,18.3,40.0,0.00,18.0,40.0,0.00,
7/18/2024,10:13:03,,,,18.4,40.0,0.00,18.0,40.0,0.00,
7/18/2024,10:13:09,,,,18.4,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:13:15,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:13:21,,,,18.3,40.0,0.00,17.9,40.0,0.00,
7/18/2024,10:13:27,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:13:33,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:13:39,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:13:45,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:13:51,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:13:57,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:14:03,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:14:09,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:14:15,,,,18.3,23.0,0.00,17.9,23.0,0.00,
7/18/2024,10:14:21,,,,18.3,23.0,0.00,17.9,23.0,0.00,
