0.208526,4.20024,0,0,06/04/2024 14:50:34.269426980,3,100
0.202641,4.20022,0.0804362,0.0804362,06/04/2024 14:50:35.698412160,3,100.004
0.201239,4.20022,0.0605768,0.141013,06/04/2024 14:50:36.782080160,3,100.007
0.200077,4.20022,0.0602177,0.201231,06/04/2024 14:50:37.865578900,3,100.009
0.198987,4.20021,0.0598874,0.261118,06/04/2024 14:50:38.949037580,3,100.012
0.19806,4.20022,0.0596083,0.320726,06/04/2024 14:50:40.032494900,3,100.015
0.19717,4.20021,0.0593409,0.380067,06/04/2024 14:50:41.115960200,3,100.018
0.196311,4.20021,0.0590823,0.43915,06/04/2024 14:50:42.199425220,3,100.02
0.195516,4.20021,0.0588429,0.497993,06/04/2024 14:50:43.282889020,3,100.023
0.194745,4.20021,0.058612,0.556605,06/04/2024 14:50:44.366377000,3,100.026
0.194004,4.20022,0.0583887,0.614993,06/04/2024 14:50:45.449855920,3,100.028
0.193337,4.20021,0.0581868,0.67318,06/04/2024 14:50:46.533314220,3,100.031
0.1926,4.20021,0.0579661,0.731146,06/04/2024 14:50:47.616792760,3,100.034
0.192002,4.20021,0.0577852,0.788932,06/04/2024 14:50:48.700255960,3,100.036
0.191316,4.20021,0.0575793,0.846511,06/04/2024 14:50:49.783727660,3,100.039
0.190722,4.20021,0.0574019,0.903913,06/04/2024 14:50:50.867228840,3,100.042
0.190079,4.20021,0.0572074,0.96112,06/04/2024 14:50:51.950706880,3,100.044
0.189495,4.20021,0.0570323,1.01815,06/04/2024 14:50:53.034200260,3,100.047
0.188942,4.20021,0.0568652,1.07502,06/04/2024 14:50:54.117677680,3,100.05
0.188369,4.20021,0.0566929,1.13171,06/04/2024 14:50:55.201160240,3,100.052
0.187836,4.2002,0.0565323,1.18824,06/04/2024 14:50:56.284640480,3,100.055
0.187271,4.2002,0.0563658,1.24461,06/04/2024 14:50:57.368188820,3,100.057
0.186744,4.2002,0.0562031,1.30081,06/04/2024 14:50:58.451657620,3,100.06
0.186263,4.20021,0.0560586,1.35687,06/04/2024 14:50:59.535132480,3,100.063
0.185763,4.2002,0.0559173,1.41279,06/04/2024 14:51:00.618784820,3,100.065
0.185278,4.20021,0.0557632,1.46855,06/04/2024 14:51:01.702277700,3,100.068
0.18481,4.20021,0.0556214,1.52417,06/04/2024 14:51:02.785752180,3,100.07
0.184348,4.2002,0.0554827,1.57966,06/04/2024 14:51:03.869236120,3,100.073
0.183879,4.20021,0.055343,1.635,06/04/2024 14:51:04.952746220,3,100.075
0.18344,4.2002,0.0552082,1.69021,06/04/2024 14:51:06.036206360,3,100.078
0.183017,4.20021,0.0550839,1.74529,06/04/2024 14:51:07.119724620,3,100.08
0.18258,4.20021,0.0549515,1.80024,06/04/2024 14:51:08.203224200,3,100.083
0.182134,4.2002,0.0548162,1.85506,06/04/2024 14:51:09.286702520,3,100.086
0.181726,4.2002,0.0546932,1.90975,06/04/2024 14:51:10.370175240,3,100.088
0.181347,4.2002,0.054579,1.96433,06/04/2024 14:51:11.453644780,3,100.091
0.18088,4.2002,0.0544382,2.01877,06/04/2024 14:51:12.537112040,3,100.093
0.180498,4.2002,0.0543261,2.07309,06/04/2024 14:51:13.620634320,3,100.096
0.180102,4.2002,0.0542054,2.1273,06/04/2024 14:51:14.704128060,3,100.098
0.179772,4.2002,0.0541059,2.18141,06/04/2024 14:51:15.787618080,3,100.101
0.179432,4.20021,0.0540041,2.23541,06/04/2024 14:51:16.871115980,3,100.103
0.179028,4.20021,0.0538818,2.28929,06/04/2024 14:51:17.954600380,3,100.106
0.17865,4.20021,0.0537684,2.34306,06/04/2024 14:51:19.038093700,3,100.108
0.178271,4.2002,0.0536544,2.39671,06/04/2024 14:51:20.121591720,3,100.11
0.177903,4.2002,0.0535427,2.45026,06/04/2024 14:51:21.205066400,3,100.113
0.177576,4.20021,0.053443,2.5037,06/04/2024 14:51:22.288516560,3,100.115
0.177181,4.2002,0.0533257,2.55703,06/04/2024 14:51:23.372000760,3,100.118
0.176869,4.20021,0.0532314,2.61026,06/04/2024 14:51:24.455474320,3,100.12
0.176538,4.20021,0.0531325,2.66339,06/04/2024 14:51:25.538961660,3,100.123
