Current, Voltage, Capacity, Cumulative_capacity, Seconds, Test_State, SOC
-9.99857e-05,4.07801,-3.00949e-05,-0.0167928,07/18/2024 13:31:47.977828740,2,-0.000774221
-9.99856e-05,4.078,-3.00963e-05,-0.0168229,07/18/2024 13:31:49.061449460,2,-0.000775608
-9.99856e-05,4.07801,-3.00968e-05,-0.016853,07/18/2024 13:31:50.145091800,2,-0.000776996
-9.99857e-05,4.078,-3.00952e-05,-0.0168831,07/18/2024 13:31:51.228675860,2,-0.000778383
-9.99857e-05,4.078,-3.00941e-05,-0.0169132,07/18/2024 13:31:52.312220400,2,-0.000779771
-9.99857e-05,4.07799,-3.00965e-05,-0.0169433,07/18/2024 13:31:53.395848100,2,-0.000781158
-9.99857e-05,4.07798,-3.00941e-05,-0.0169734,07/18/2024 13:31:54.479391880,2,-0.000782546
-9.99857e-05,4.07797,-3.00944e-05,-0.0170035,07/18/2024 13:31:55.562943620,2,-0.000783933
-9.99857e-05,4.07797,-3.00954e-05,-0.0170336,07/18/2024 13:31:56.646533560,2,-0.000785321
-9.99856e-05,4.07796,-3.00943e-05,-0.0170637,07/18/2024 13:31:57.730082500,2,-0.000786708
-9.99857e-05,4.07796,-3.00941e-05,-0.0170938,07/18/2024 13:31:58.813623940,2,-0.000788096
-9.99856e-05,4.07795,-3.00961e-05,-0.0171239,07/18/2024 13:31:59.897239900,2,-0.000789483
-9.99857e-05,4.07794,-3.00942e-05,-0.017154,07/18/2024 13:32:00.980785060,2,-0.000790871
-9.99857e-05,4.07794,-3.00944e-05,-0.0171841,07/18/2024 13:32:02.064337360,2,-0.000792258
-9.99856e-05,4.07794,-3.00962e-05,-0.0172142,07/18/2024 13:32:03.147955200,2,-0.000793646
-9.99857e-05,4.07793,-3.00941e-05,-0.0172443,07/18/2024 13:32:04.231498640,2,-0.000795033
-9.99857e-05,4.07792,-3.00944e-05,-0.0172744,07/18/2024 13:32:05.315051560,2,-0.000796421
-9.99856e-05,4.07792,-3.00963e-05,-0.0173045,07/18/2024 13:32:06.398675660,2,-0.000797808
-9.99856e-05,4.07791,-3.01e-05,-0.0173346,07/18/2024 13:32:07.482431660,2,-0.000799196
-9.99856e-05,4.07791,-3.00943e-05,-0.0173647,07/18/2024 13:32:08.565982300,2,-0.000800584
-9.99857e-05,4.0779,-3.01105e-05,-0.0173948,07/18/2024 13:32:09.650114320,2,-0.000801972
-9.99857e-05,4.07789,-3.00948e-05,-0.0174249,07/18/2024 13:32:10.733683400,2,-0.000803359
-9.99857e-05,4.07789,-3.00945e-05,-0.017455,07/18/2024 13:32:11.817240720,2,-0.000804747
-9.99856e-05,4.07789,-3.00967e-05,-0.0174851,07/18/2024 13:32:12.900875880,2,-0.000806134
-9.99857e-05,4.07787,-3.00943e-05,-0.0175151,07/18/2024 13:32:13.984427040,2,-0.000807522
-9.99856e-05,4.07787,-3.00945e-05,-0.0175452,07/18/2024 13:32:15.067985380,2,-0.000808909
-9.99857e-05,4.07786,-3.00955e-05,-0.0175753,07/18/2024 13:32:16.151579140,2,-0.000810297
-9.99856e-05,4.07786,-3.00942e-05,-0.0176054,07/18/2024 13:32:17.235127280,2,-0.000811684
-9.99857e-05,4.07785,-3.00942e-05,-0.0176355,07/18/2024 13:32:18.318673900,2,-0.000813072
-9.99857e-05,4.07785,-3.0098e-05,-0.0176656,07/18/2024 13:32:19.402355260,2,-0.000814459
-9.99856e-05,4.07784,-3.00951e-05,-0.0176957,07/18/2024 13:32:20.485936140,2,-0.000815847
-9.99856e-05,4.07784,-3.00946e-05,-0.0177258,07/18/2024 13:32:21.569498000,2,-0.000817234
-9.99856e-05,4.07783,-3.00974e-05,-0.0177559,07/18/2024 13:32:22.653159680,2,-0.000818622
-9.99857e-05,4.07782,-3.00946e-05,-0.017786,07/18/2024 13:32:23.736718400,2,-0.000820009
-9.99856e-05,4.07782,-3.00944e-05,-0.0178161,07/18/2024 13:32:24.820273680,2,-0.000821397
-9.99857e-05,4.07781,-3.00966e-05,-0.0178462,07/18/2024 13:32:25.903907180,2,-0.000822785
-9.99856e-05,4.0778,-3.00946e-05,-0.0178763,07/18/2024 13:32:26.987469420,2,-0.000824172
-9.99857e-05,4.0778,-3.00945e-05,-0.0179064,07/18/2024 13:32:28.071027800,2,-0.00082556
-9.99857e-05,4.0778,-3.00953e-05,-0.0179365,07/18/2024 13:32:29.154614640,2,-0.000826947
-9.99856e-05,4.07779,-3.00944e-05,-0.0179666,07/18/2024 13:32:30.238167780,2,-0.000828335
-9.99857e-05,4.07779,-3.00946e-05,-0.0179967,07/18/2024 13:32:31.321728380,2,-0.000829722
-9.99857e-05,4.07778,-3.00966e-05,-0.0180268,07/18/2024 13:32:32.405361320,2,-0.00083111
-5.82133,2.95027,0,0,07/18/2024 13:32:38.641623620,1,-1
-5.68249,2.95027,-1.71034,-1.71034,07/18/2024 13:32:39.725164480,1,-1.07885
-5.62763,2.95026,-1.69385,-3.40418,07/18/2024 13:32:40.808720460,1,-1.15695
-5.58529,2.95026,-1.68104,-5.08523,07/18/2024 13:32:41.892235440,1,-1.23445
-5.55188,2.95026,-1.67098,-6.75621,07/18/2024 13:32:42.975748680,1,-1.31149
-5.52097,2.95026,-1.6617,-8.41791,07/18/2024 13:32:44.059277420,1,-1.3881
-5.49372,2.95026,-1.65353,-10.0714,07/18/2024 13:32:45.142825520,1,-1.46434
-5.4683,2.95025,-1.64588,-11.7173,07/18/2024 13:32:46.226374540,1,-1.54022
-5.44496,2.95025,-1.63883,-13.3562,07/18/2024 13:32:47.309906600,1,-1.61577
-5.42248,2.95025,-1.6322,-14.9883,07/18/2024 13:32:48.393526760,1,-1.69103
-5.40057,2.95025,-1.62551,-16.6139,07/18/2024 13:32:49.477085740,1,-1.76597
-5.38078,2.95025,-1.61956,-18.2334,07/18/2024 13:32:50.560649180,1,-1.84064
-5.36275,2.95025,-1.61413,-19.8475,07/18/2024 13:32:51.644209160,1,-1.91506
-5.34588,2.95026,-1.60904,-21.4566,07/18/2024 13:32:52.727764460,1,-1.98924
-5.32981,2.95025,-1.6042,-23.0608,07/18/2024 13:32:53.811316180,1,-2.0632
-5.31407,2.95025,-1.59948,-24.6603,07/18/2024 13:32:54.894878100,1,-2.13694
-5.29909,2.95025,-1.59497,-26.2552,07/18/2024 13:32:55.978441140,1,-2.21048
-5.28327,2.95025,-1.5902,-27.8454,07/18/2024 13:32:57.062001420,1,-2.28379
-5.26796,2.95024,-1.5856,-29.431,07/18/2024 13:32:58.145561080,1,-2.35689
-5.25271,2.95025,-1.58098,-31.012,07/18/2024 13:32:59.229101100,1,-2.42978
-5.23824,2.95025,-1.57664,-32.5887,07/18/2024 13:33:00.312650020,1,-2.50247
-5.22448,2.95025,-1.57248,-34.1611,07/18/2024 13:33:01.396187060,1,-2.57497
-5.21109,2.95025,-1.56845,-35.7296,07/18/2024 13:33:02.479725360,1,-2.64728
-5.1983,2.95025,-1.56462,-37.2942,07/18/2024 13:33:03.563279120,1,-2.71942
-5.1861,2.95025,-1.56097,-38.8552,07/18/2024 13:33:04.646844300,1,-2.79139
-5.1741,2.95025,-1.55733,-40.4125,07/18/2024 13:33:05.730394360,1,-2.86319
-5.16244,2.95025,-1.55386,-41.9664,07/18/2024 13:33:06.813969820,1,-2.93483
-5.15089,2.95024,-1.55085,-43.5172,07/18/2024 13:33:07.897876280,1,-3.00633
-5.1397,2.95024,-1.54697,-45.0642,07/18/2024 13:33:08.981422640,1,-3.07765
-5.12864,2.95025,-1.54367,-46.6079,07/18/2024 13:33:10.064990000,1,-3.14882
-5.1181,2.95025,-1.54047,-48.1483,07/18/2024 13:33:11.148537920,1,-3.21984
-5.10774,2.95024,-1.53734,-49.6857,07/18/2024 13:33:12.232072560,1,-3.29072
-5.097,2.95024,-1.53411,-51.2198,07/18/2024 13:33:13.315611900,1,-3.36145
-5.08697,2.95025,-1.53112,-52.7509,07/18/2024 13:33:14.399170980,1,-3.43204
-5.077,2.95025,-1.52809,-54.279,07/18/2024 13:33:15.482707620,1,-3.50249
-5.06714,2.95025,-1.52514,-55.8041,07/18/2024 13:33:16.566257400,1,-3.5728
-5.0574,2.95024,-1.52221,-57.3264,07/18/2024 13:33:17.649813000,1,-3.64299
-5.04774,2.95024,-1.51928,-58.8456,07/18/2024 13:33:18.733351760,1,-3.71303
-5.03793,2.95025,-1.51631,-60.3619,07/18/2024 13:33:19.816874120,1,-3.78294
-5.02792,2.95024,-1.51329,-61.8752,07/18/2024 13:33:20.900392560,1,-3.85271
-5.01633,2.95025,-1.50981,-63.385,07/18/2024 13:33:21.983917860,1,-3.92232
-5.00708,2.95024,-1.50702,-64.8921,07/18/2024 13:33:23.067435260,1,-3.9918
-4.99857,2.95025,-1.50446,-66.3965,07/18/2024 13:33:24.150957220,1,-4.06116
-4.9905,2.95024,-1.50203,-67.8986,07/18/2024 13:33:25.234477040,1,-4.13041
-4.98269,2.95025,-1.49969,-69.3982,07/18/2024 13:33:26.318006320,1,-4.19955
-4.97508,2.95025,-1.49738,-70.8956,07/18/2024 13:33:27.401521260,1,-4.26859
-4.96748,2.95023,-1.49517,-72.3908,07/18/2024 13:33:28.485089800,1,-4.33752
-4.95993,2.95025,-1.49284,-73.8836,07/18/2024 13:33:29.568615460,1,-4.40635
-4.95243,2.95024,-1.49057,-75.3742,07/18/2024 13:33:30.652135140,1,-4.47507
-4.94528,2.95024,-1.48845,-76.8627,07/18/2024 13:33:31.735678220,1,-4.54369
-4.93842,2.95024,-1.48634,-78.349,07/18/2024 13:33:32.819189020,1,-4.61222
-4.93128,2.95024,-1.48421,-79.8332,07/18/2024 13:33:33.902715400,1,-4.68065
-4.92435,2.95023,-1.48213,-81.3153,07/18/2024 13:33:34.986242060,1,-4.74898
-4.91773,2.95024,-1.48012,-82.7955,07/18/2024 13:33:36.069758720,1,-4.81722
-4.91148,2.95023,-1.47823,-84.2737,07/18/2024 13:33:37.153264320,1,-4.88537
-4.9052,2.95024,-1.47635,-85.75,07/18/2024 13:33:38.236779020,1,-4.95344
-4.89916,2.95024,-1.47455,-87.2246,07/18/2024 13:33:39.320308760,1,-5.02142
-4.89286,2.95024,-1.47268,-88.6973,07/18/2024 13:33:40.403855900,1,-5.08932
-4.88685,2.95024,-1.47082,-90.1681,07/18/2024 13:33:41.487364560,1,-5.15713
-4.88086,2.95023,-1.46905,-91.6371,07/18/2024 13:33:42.570900600,1,-5.22486
-4.8748,2.95023,-1.46722,-93.1044,07/18/2024 13:33:43.654429220,1,-5.2925
-4.86928,2.95023,-1.46559,-94.5699,07/18/2024 13:33:44.737981880,1,-5.36007
-4.86379,2.95023,-1.46388,-96.0338,07/18/2024 13:33:45.821490300,1,-5.42756
-4.85769,2.95024,-1.46208,-97.4959,07/18/2024 13:33:46.905029320,1,-5.49497
-4.85237,2.95024,-1.46045,-98.9564,07/18/2024 13:33:47.988547640,1,-5.5623
-4.84666,2.95023,-1.45876,-100.415,07/18/2024 13:33:49.072081700,1,-5.62956
-4.841,2.95023,-1.45705,-101.872,07/18/2024 13:33:50.155610460,1,-5.69673
-4.83518,2.95024,-1.4553,-103.327,07/18/2024 13:33:51.239142640,1,-5.76383
-4.82969,2.95024,-1.45364,-104.781,07/18/2024 13:33:52.322669980,1,-5.83085
-4.82426,2.95024,-1.45208,-106.233,07/18/2024 13:33:53.406256860,1,-5.8978
-4.81897,2.95024,-1.45041,-107.684,07/18/2024 13:33:54.489779140,1,-5.96467
-4.81313,2.95023,-1.44867,-109.132,07/18/2024 13:33:55.573320580,1,-6.03146
-4.80821,2.95023,-1.44717,-110.579,07/18/2024 13:33:56.656842320,1,-6.09818
-4.80316,2.95024,-1.44564,-112.025,07/18/2024 13:33:57.740359640,1,-6.16483
-4.79835,2.95023,-1.4442,-113.469,07/18/2024 13:33:58.823882480,1,-6.23141
-4.79387,2.95023,-1.44286,-114.912,07/18/2024 13:33:59.907414240,1,-6.29793
-4.78939,2.95023,-1.44149,-116.354,07/18/2024 13:34:00.990930380,1,-6.36439
-4.78521,2.95023,-1.44025,-117.794,07/18/2024 13:34:02.074459200,1,-6.43079
-4.78034,2.95023,-1.43877,-119.233,07/18/2024 13:34:03.157976360,1,-6.49713
-4.77579,2.95023,-1.43741,-120.67,07/18/2024 13:34:04.241500420,1,-6.5634
-4.77131,2.95023,-1.43607,-122.106,07/18/2024 13:34:05.325027480,1,-6.6296
-4.76676,2.95023,-1.43518,-123.541,07/18/2024 13:34:06.408917400,1,-6.69577
-4.76232,2.95023,-1.43336,-124.975,07/18/2024 13:34:07.492443340,1,-6.76186
-4.75825,2.95023,-1.43213,-126.407,07/18/2024 13:34:08.575961760,1,-6.82788
-4.75389,2.95023,-1.43081,-127.838,07/18/2024 13:34:09.659476540,1,-6.89385
-4.7497,2.95023,-1.42956,-129.267,07/18/2024 13:34:10.742999180,1,-6.95976
-4.74573,2.95023,-1.42847,-130.696,07/18/2024 13:34:11.826602780,1,-7.02562
-4.74198,2.95024,-1.42723,-132.123,07/18/2024 13:34:12.910124060,1,-7.09142
-4.73766,2.95023,-1.42591,-133.549,07/18/2024 13:34:13.993625060,1,-7.15716
-4.7335,2.95024,-1.42472,-134.973,07/18/2024 13:34:15.077180940,1,-7.22284
-4.72984,2.95023,-1.42359,-136.397,07/18/2024 13:34:16.160711840,1,-7.28848
-4.7252,2.95023,-1.42218,-137.819,07/18/2024 13:34:17.244233100,1,-7.35405
-4.72116,2.95023,-1.42101,-139.24,07/18/2024 13:34:18.327787000,1,-7.41956
-4.71709,2.95023,-1.41975,-140.66,07/18/2024 13:34:19.411317180,1,-7.48502
-4.71257,2.95023,-1.4184,-142.078,07/18/2024 13:34:20.494853220,1,-7.55041
-4.70903,2.95023,-1.41734,-143.496,07/18/2024 13:34:21.578392520,1,-7.61576
-4.70507,2.95024,-1.41614,-144.912,07/18/2024 13:34:22.661923360,1,-7.68105
-4.70118,2.95023,-1.41498,-146.327,07/18/2024 13:34:23.745468500,1,-7.74628
-4.69715,2.95023,-1.4138,-147.741,07/18/2024 13:34:24.829033760,1,-7.81147
-4.69332,2.95023,-1.41262,-149.153,07/18/2024 13:34:25.912582880,1,-7.87659
-4.68938,2.95023,-1.41143,-150.565,07/18/2024 13:34:26.996129560,1,-7.94167
-4.68577,2.95023,-1.41032,-151.975,07/18/2024 13:34:28.079652320,1,-8.00669
-4.6818,2.95024,-1.40913,-153.384,07/18/2024 13:34:29.163178900,1,-8.07165
-4.67745,2.95023,-1.40784,-154.792,07/18/2024 13:34:30.246724000,1,-8.13656
-4.67331,2.95023,-1.40659,-156.199,07/18/2024 13:34:31.330262320,1,-8.20141
-4.66962,2.95023,-1.40547,-157.604,07/18/2024 13:34:32.413792960,1,-8.26621
-4.66555,2.95023,-1.40434,-159.008,07/18/2024 13:34:33.497401980,1,-8.33096
-4.66218,2.95023,-1.40324,-160.412,07/18/2024 13:34:34.580942020,1,-8.39565
-4.65839,2.95023,-1.4021,-161.814,07/18/2024 13:34:35.664486020,1,-8.46029
-4.65494,2.95023,-1.40111,-163.215,07/18/2024 13:34:36.748066080,1,-8.52489
-4.6516,2.95023,-1.40008,-164.615,07/18/2024 13:34:37.831626580,1,-8.58944
-4.64764,2.95023,-1.39885,-166.014,07/18/2024 13:34:38.915159580,1,-8.65393
-4.64397,2.95023,-1.39775,-167.412,07/18/2024 13:34:39.998692400,1,-8.71837
-4.64029,2.95022,-1.39664,-168.808,07/18/2024 13:34:41.082226400,1,-8.78277
-4.63655,2.95023,-1.39552,-170.204,07/18/2024 13:34:42.165765100,1,-8.84711
-4.63287,2.95024,-1.39439,-171.598,07/18/2024 13:34:43.249284020,1,-8.91139
-4.62936,2.95023,-1.39335,-172.991,07/18/2024 13:34:44.332818300,1,-8.97563
-4.62581,2.95023,-1.39228,-174.384,07/18/2024 13:34:45.416350900,1,-9.03982
-4.6224,2.95023,-1.39141,-175.775,07/18/2024 13:34:46.500005800,1,-9.10397
-4.61892,2.95023,-1.39021,-177.165,07/18/2024 13:34:47.583541720,1,-9.16807
-4.6154,2.95023,-1.38913,-178.554,07/18/2024 13:34:48.667059740,1,-9.23211
-4.61198,2.95023,-1.38812,-179.943,07/18/2024 13:34:49.750593560,1,-9.29611
-4.60861,2.95023,-1.38713,-181.33,07/18/2024 13:34:50.834145380,1,-9.36006
-4.60488,2.95023,-1.38598,-182.716,07/18/2024 13:34:51.917679480,1,-9.42396
-4.60171,2.95023,-1.38506,-184.101,07/18/2024 13:34:53.001238840,1,-9.48782
-4.59864,2.95022,-1.38411,-185.485,07/18/2024 13:34:54.084780040,1,-9.55163
-4.59519,2.95023,-1.38314,-186.868,07/18/2024 13:34:55.168373240,1,-9.6154
-4.59168,2.95023,-1.382,-188.25,07/18/2024 13:34:56.251895040,1,-9.67912
-4.58844,2.95023,-1.38105,-189.631,07/18/2024 13:34:57.335436340,1,-9.74279
-4.58498,2.95023,-1.38002,-191.011,07/18/2024 13:34:58.418991800,1,-9.80641
-4.58175,2.95023,-1.37903,-192.39,07/18/2024 13:34:59.502529760,1,-9.86999
-4.57825,2.95023,-1.37798,-193.768,07/18/2024 13:35:00.586070500,1,-9.93352
-4.57495,2.95023,-1.37695,-195.145,07/18/2024 13:35:01.669587540,1,-9.99701
-4.57235,2.95024,-1.37618,-196.521,07/18/2024 13:35:02.753113060,1,-10.0605
-4.56934,2.95024,-1.37574,-197.897,07/18/2024 13:35:03.837005280,1,-10.1239
-4.56646,2.95023,-1.37444,-199.271,07/18/2024 13:35:04.920552760,1,-10.1872
-4.56344,2.95023,-1.37352,-200.645,07/18/2024 13:35:06.004093420,1,-10.2506
-4.56023,2.95023,-1.37254,-202.017,07/18/2024 13:35:07.087621220,1,-10.3139
-4.55749,2.95023,-1.37174,-203.389,07/18/2024 13:35:08.171172080,1,-10.3771
-4.55406,2.95023,-1.37068,-204.76,07/18/2024 13:35:09.254698340,1,-10.4403
-4.55117,2.95023,-1.36982,-206.13,07/18/2024 13:35:10.338237280,1,-10.5034
-4.54774,2.95023,-1.36878,-207.499,07/18/2024 13:35:11.421767780,1,-10.5666
-4.5441,2.95023,-1.36768,-208.866,07/18/2024 13:35:12.505295960,1,-10.6296
-4.5408,2.95023,-1.36677,-210.233,07/18/2024 13:35:13.588889820,1,-10.6926
-4.53758,2.95023,-1.36571,-211.599,07/18/2024 13:35:14.672411460,1,-10.7556
-4.53406,2.95023,-1.36467,-212.963,07/18/2024 13:35:15.755943940,1,-10.8185
-4.53128,2.95023,-1.3639,-214.327,07/18/2024 13:35:16.839529260,1,-10.8814
-4.52846,2.95023,-1.36297,-215.69,07/18/2024 13:35:17.923053420,1,-10.9442
-4.52528,2.95022,-1.36202,-217.052,07/18/2024 13:35:19.006584680,1,-11.007
-4.52185,2.95022,-1.361,-218.413,07/18/2024 13:35:20.090122240,1,-11.0698
-4.51861,2.95023,-1.36001,-219.773,07/18/2024 13:35:21.173650740,1,-11.1325
-4.51542,2.95023,-1.35907,-221.132,07/18/2024 13:35:22.257191720,1,-11.1951
-4.51307,2.95023,-1.35834,-222.491,07/18/2024 13:35:23.340717380,1,-11.2578
-4.51044,2.95023,-1.35756,-223.848,07/18/2024 13:35:24.424247260,1,-11.3203
-4.50773,2.95023,-1.35945,-225.208,07/18/2024 13:35:25.509940960,1,-11.383
-4.50466,2.95022,-1.35581,-226.563,07/18/2024 13:35:26.593466380,1,-11.4455
-4.50132,2.95023,-1.35484,-227.918,07/18/2024 13:35:27.677017980,1,-11.508
-4.49819,2.95022,-1.35388,-229.272,07/18/2024 13:35:28.760562320,1,-11.5704
-4.49534,2.95023,-1.35302,-230.625,07/18/2024 13:35:29.844101100,1,-11.6328
-4.49244,2.95023,-1.35213,-231.977,07/18/2024 13:35:30.927628440,1,-11.6951
-4.48934,2.95023,-1.35121,-233.329,07/18/2024 13:35:32.011164320,1,-11.7574
-4.48648,2.95022,-1.35032,-234.679,07/18/2024 13:35:33.094674680,1,-11.8197
-4.48402,2.95022,-1.34963,-236.029,07/18/2024 13:35:34.178224680,1,-11.8819
-4.48131,2.95023,-1.34879,-237.377,07/18/2024 13:35:35.261755600,1,-11.9441
-4.47843,2.95022,-1.34792,-238.725,07/18/2024 13:35:36.345287520,1,-12.0062
-4.47534,2.95022,-1.347,-240.072,07/18/2024 13:35:37.428823980,1,-12.0683
-4.47247,2.95022,-1.34612,-241.418,07/18/2024 13:35:38.512350140,1,-12.1304
-4.46958,2.95022,-1.34525,-242.764,07/18/2024 13:35:39.595878140,1,-12.1924
-4.46645,2.95022,-1.3443,-244.108,07/18/2024 13:35:40.679397640,1,-12.2544
-4.46338,2.95023,-1.34338,-245.451,07/18/2024 13:35:41.762923200,1,-12.3163
-4.46056,2.95023,-1.34256,-246.794,07/18/2024 13:35:42.846469860,1,-12.3782
-4.45788,2.95023,-1.34184,-248.136,07/18/2024 13:35:43.930082340,1,-12.4401
-4.45535,2.95023,-1.34098,-249.477,07/18/2024 13:35:45.013618920,1,-12.5019
-4.45278,2.95022,-1.34017,-250.817,07/18/2024 13:35:46.097121660,1,-12.5637
-4.44976,2.95023,-1.33934,-252.156,07/18/2024 13:35:47.180687600,1,-12.6255
-4.44691,2.95022,-1.33843,-253.495,07/18/2024 13:35:48.264216420,1,-12.6872
-4.44415,2.95023,-1.3376,-254.832,07/18/2024 13:35:49.347741180,1,-12.7488
-4.4413,2.95022,-1.33676,-256.169,07/18/2024 13:35:50.431286580,1,-12.8105
-4.43836,2.95022,-1.33585,-257.505,07/18/2024 13:35:51.514810700,1,-12.8721
-4.43549,2.95023,-1.33497,-258.84,07/18/2024 13:35:52.598319340,1,-12.9336
-4.43269,2.95022,-1.33415,-260.174,07/18/2024 13:35:53.681845960,1,-12.9951
-4.42987,2.95022,-1.33332,-261.507,07/18/2024 13:35:54.765385680,1,-13.0566
-4.42681,2.95023,-1.33242,-262.84,07/18/2024 13:35:55.848944200,1,-13.118
-4.4237,2.95023,-1.3315,-264.171,07/18/2024 13:35:56.932514240,1,-13.1794
-4.4207,2.95023,-1.33059,-265.502,07/18/2024 13:35:58.016080260,1,-13.2407
-4.41784,2.95023,-1.32966,-266.831,07/18/2024 13:35:59.099593820,1,-13.302
-4.41472,2.95022,-1.32875,-268.16,07/18/2024 13:36:00.183123520,1,-13.3633
-4.41197,2.95022,-1.32791,-269.488,07/18/2024 13:36:01.266651600,1,-13.4245
-4.40929,2.95022,-1.3276,-270.816,07/18/2024 13:36:02.350578720,1,-13.4857
-4.40666,2.95023,-1.32634,-272.142,07/18/2024 13:36:03.434129000,1,-13.5469
-4.40404,2.95022,-1.32575,-273.468,07/18/2024 13:36:04.517842000,1,-13.608
-4.40131,2.95022,-1.32476,-274.793,07/18/2024 13:36:05.601412400,1,-13.6691
-4.39824,2.95023,-1.32379,-276.116,07/18/2024 13:36:06.684944400,1,-13.7301
-4.39523,2.95022,-1.32288,-277.439,07/18/2024 13:36:07.768472180,1,-13.7911
-4.39219,2.95022,-1.32196,-278.761,07/18/2024 13:36:08.852002660,1,-13.8521
-4.38945,2.95022,-1.32116,-280.082,07/18/2024 13:36:09.935546040,1,-13.913
-4.38678,2.95022,-1.32033,-281.403,07/18/2024 13:36:11.019070400,1,-13.9738
-4.38409,2.95022,-1.3195,-282.722,07/18/2024 13:36:12.102580600,1,-14.0347
-4.38157,2.95022,-1.3188,-284.041,07/18/2024 13:36:13.186134560,1,-14.0955
-4.37898,2.95023,-1.31799,-285.359,07/18/2024 13:36:14.269664360,1,-14.1562
-4.37648,2.95022,-1.31726,-286.676,07/18/2024 13:36:15.353211040,1,-14.217
-4.37364,2.95023,-1.31637,-287.993,07/18/2024 13:36:16.436734480,1,-14.2777
-4.37098,2.95022,-1.31559,-289.308,07/18/2024 13:36:17.520274860,1,-14.3383
-4.36822,2.95022,-1.31473,-290.623,07/18/2024 13:36:18.603790100,1,-14.3989
-4.3654,2.95022,-1.31391,-291.937,07/18/2024 13:36:19.687325280,1,-14.4595
-4.36264,2.95023,-1.31308,-293.25,07/18/2024 13:36:20.770863000,1,-14.52
-4.35993,2.95023,-1.31225,-294.562,07/18/2024 13:36:21.854389240,1,-14.5805
-4.35728,2.95022,-1.31146,-295.874,07/18/2024 13:36:22.937923000,1,-14.641
-4.35478,2.95022,-1.31077,-297.184,07/18/2024 13:36:24.021504460,1,-14.7014
-4.35218,2.95023,-1.30992,-298.494,07/18/2024 13:36:25.105029720,1,-14.7618
-4.34937,2.95022,-1.30908,-299.803,07/18/2024 13:36:26.188566700,1,-14.8222
-4.34666,2.95023,-1.30831,-301.112,07/18/2024 13:36:27.272134400,1,-14.8825
-4.3439,2.95023,-1.30744,-302.419,07/18/2024 13:36:28.355675240,1,-14.9428
-4.34145,2.95023,-1.3067,-303.726,07/18/2024 13:36:29.439215340,1,-15.003
-4.33884,2.95023,-1.30592,-305.032,07/18/2024 13:36:30.522760500,1,-15.0632
-4.33627,2.95022,-1.30511,-306.337,07/18/2024 13:36:31.606270140,1,-15.1234
-4.33359,2.95022,-1.30432,-307.641,07/18/2024 13:36:32.689795920,1,-15.1835
-4.33095,2.95023,-1.30354,-308.945,07/18/2024 13:36:33.773334620,1,-15.2436
-4.32836,2.95023,-1.30277,-310.247,07/18/2024 13:36:34.856879760,1,-15.3037
-4.32572,2.95023,-1.30196,-311.549,07/18/2024 13:36:35.940415940,1,-15.3637
-4.32306,2.95022,-1.30114,-312.851,07/18/2024 13:36:37.023934900,1,-15.4237
-4.32026,2.95023,-1.30032,-314.151,07/18/2024 13:36:38.107466720,1,-15.4837
-4.31756,2.95022,-1.29951,-315.45,07/18/2024 13:36:39.191002800,1,-15.5436
-4.31466,2.95022,-1.29863,-316.749,07/18/2024 13:36:40.274537220,1,-15.6035
-4.31181,2.95022,-1.2978,-318.047,07/18/2024 13:36:41.358087500,1,-15.6633
-4.30901,2.95023,-1.29692,-319.344,07/18/2024 13:36:42.441605960,1,-15.7231
-4.30614,2.95022,-1.29608,-320.64,07/18/2024 13:36:43.525147700,1,-15.7828
-4.3033,2.95022,-1.29522,-321.935,07/18/2024 13:36:44.608681400,1,-15.8426
-4.30034,2.95022,-1.29441,-323.229,07/18/2024 13:36:45.692288300,1,-15.9022
-4.29748,2.95022,-1.29345,-324.523,07/18/2024 13:36:46.775811760,1,-15.9619
-4.29471,2.95022,-1.29261,-325.815,07/18/2024 13:36:47.859327180,1,-16.0215
-4.29205,2.95022,-1.29191,-327.107,07/18/2024 13:36:48.942929060,1,-16.081
-4.28933,2.95022,-1.29099,-328.398,07/18/2024 13:36:50.026448940,1,-16.1405
-4.28667,2.95022,-1.29018,-329.689,07/18/2024 13:36:51.109956020,1,-16.2
-4.28388,2.95022,-1.28937,-330.978,07/18/2024 13:36:52.193490700,1,-16.2595
-4.28108,2.95022,-1.28851,-332.266,07/18/2024 13:36:53.277014340,1,-16.3189
-4.27816,2.95022,-1.28766,-333.554,07/18/2024 13:36:54.360554520,1,-16.3782
-4.27522,2.95022,-1.28677,-334.841,07/18/2024 13:36:55.444095860,1,-16.4376
-4.27223,2.95022,-1.28588,-336.127,07/18/2024 13:36:56.527644260,1,-16.4969
-4.26935,2.95022,-1.28499,-337.412,07/18/2024 13:36:57.611170040,1,-16.5561
-4.2667,2.95022,-1.28419,-338.696,07/18/2024 13:36:58.694699920,1,-16.6153
-4.26424,2.95022,-1.28386,-339.98,07/18/2024 13:36:59.778571120,1,-16.6745
-4.26161,2.95022,-1.28268,-341.262,07/18/2024 13:37:00.862113120,1,-16.7336
-4.25889,2.95023,-1.28185,-342.544,07/18/2024 13:37:01.945651660,1,-16.7927
-4.2562,2.95022,-1.28102,-343.825,07/18/2024 13:37:03.029171880,1,-16.8518
-4.25378,2.95022,-1.28029,-345.106,07/18/2024 13:37:04.112687340,1,-16.9108
