charge,voltlimit,charcurrent,curr_limit,SOC_0,cell_captotal,test_number
charge,4.2,2,0.11,0,2033,3
cc_discharge,voltlimit,discurrent,SOC_0,cell_captotal,test_number
cc_discharge,3,2.25,100,2033,1
charge,voltlimit,charcurrent,curr_limit,SOC_0,cell_captotal,test_number
charge,4.2,2.25,0.5,0,2033,3
charge,voltlimit,charcurrent,curr_limit,SOC_0,cell_captotal,test_number
charge,4.2,1.5,0.11,0,2033,3
cc_discharge,voltlimit,discurrent,SOC_0,cell_captotal,test_number
cc_discharge,3,2.25,100,2033,1
resting,voltlimit,contador_rest,SOC_0,cell_captotal,test_number
resting,3,2400,0,2033,2
charge,voltlimit,charcurrent,curr_limit,SOC_0,cell_captotal,test_number
charge,4.2,2.25,0.5,0,2033,3
cc_discharge,voltlimit,discurrent,SOC_0,cell_captotal,test_number
cc_discharge,3,2.25,100,2033,1
resting,voltlimit,contador_rest,SOC_0,cell_captotal,test_number
resting,3,2400,0,2033,2
charge,voltlimit,charcurrent,curr_limit,SOC_0,cell_captotal,test_number
charge,4.2,2.25,0.5,0,2033,3
cc_discharge,voltlimit,discurrent,SOC_0,cell_captotal,test_number
cc_discharge,3,2.25,100,2033,4
resting,voltlimit,contador_rest,SOC_0,cell_captotal,test_number
resting,3,2400,0,2033,2
charge,voltlimit,charcurrent,curr_limit,SOC_0,cell_captotal,test_number
charge,3.8,2.25,0.5,0,2033,3
