1.40615,4.20017,0,0,06/26/2024 23:41:15.117869080,3,0
1.35188,4.20016,0.489104,0.489104,06/26/2024 23:41:16.420334980,3,0.0240582
1.33964,4.20015,0.403201,0.892305,06/26/2024 23:41:17.503854320,3,0.043891
1.33004,4.20015,0.400331,1.29264,06/26/2024 23:41:18.587420640,3,0.0635827
1.32187,4.20016,0.397843,1.69048,06/26/2024 23:41:19.670910500,3,0.0831519
1.31468,4.20016,0.395681,2.08616,06/26/2024 23:41:20.754404080,3,0.102615
1.30811,4.20016,0.393707,2.47987,06/26/2024 23:41:21.837908100,3,0.121981
1.30215,4.20016,0.391908,2.87177,06/26/2024 23:41:22.921398820,3,0.141258
1.29658,4.20016,0.390234,3.26201,06/26/2024 23:41:24.004894100,3,0.160453
1.2914,4.20016,0.388663,3.65067,06/26/2024 23:41:25.088361320,3,0.179571
1.2865,4.20016,0.387201,4.03787,06/26/2024 23:41:26.171861480,3,0.198616
1.2819,4.20015,0.385814,4.42369,06/26/2024 23:41:27.255355660,3,0.217594
1.27756,4.20016,0.3845,4.80819,06/26/2024 23:41:28.338831420,3,0.236507
1.27337,4.20015,0.383247,5.19143,06/26/2024 23:41:29.422326700,3,0.255358
1.26942,4.20015,0.382057,5.57349,06/26/2024 23:41:30.505815860,3,0.274151
1.26569,4.20016,0.380928,5.95442,06/26/2024 23:41:31.589290920,3,0.292888
1.26205,4.20015,0.37984,6.33426,06/26/2024 23:41:32.672787880,3,0.311572
1.25858,4.20015,0.3788,6.71306,06/26/2024 23:41:33.756292040,3,0.330205
1.25524,4.20016,0.377795,7.09085,06/26/2024 23:41:34.839800440,3,0.348788
1.25203,4.20015,0.376825,7.46768,06/26/2024 23:41:35.923296320,3,0.367323
1.24894,4.20015,0.375894,7.84357,06/26/2024 23:41:37.006792300,3,0.385813
1.24598,4.20015,0.375001,8.21857,06/26/2024 23:41:38.090278860,3,0.404258
1.24309,4.20015,0.374132,8.59271,06/26/2024 23:41:39.173771840,3,0.422661
1.24035,4.20016,0.373312,8.96602,06/26/2024 23:41:40.257272700,3,0.441024
1.23767,4.20015,0.372495,9.33851,06/26/2024 23:41:41.340747300,3,0.459346
1.23506,4.20015,0.371713,9.71023,06/26/2024 23:41:42.424232280,3,0.47763
1.23253,4.20016,0.370956,10.0812,06/26/2024 23:41:43.507731180,3,0.495877
1.23009,4.20016,0.370217,10.4514,06/26/2024 23:41:44.591214000,3,0.514088
1.22772,4.20016,0.369501,10.8209,06/26/2024 23:41:45.674689060,3,0.532263
1.22546,4.20015,0.368846,11.1897,06/26/2024 23:41:46.758239520,3,0.550406
1.2232,4.20016,0.368139,11.5579,06/26/2024 23:41:47.841709240,3,0.568514
1.22102,4.20016,0.367496,11.9254,06/26/2024 23:41:48.925217120,3,0.58659
1.2189,4.20016,0.366867,12.2922,06/26/2024 23:41:50.008749360,3,0.604636
1.21685,4.20016,0.366258,12.6585,06/26/2024 23:41:51.092308620,3,0.622651
1.21486,4.20016,0.365635,13.0241,06/26/2024 23:41:52.175797260,3,0.640637
1.2129,4.20015,0.36505,13.3892,06/26/2024 23:41:53.259295300,3,0.658593
1.21102,4.20016,0.364476,13.7537,06/26/2024 23:41:54.342775400,3,0.676521
1.20912,4.20015,0.363913,14.1176,06/26/2024 23:41:55.426276280,3,0.694421
1.20736,4.20016,0.363375,14.481,06/26/2024 23:41:56.509755220,3,0.712295
1.20563,4.20016,0.362852,14.8438,06/26/2024 23:41:57.593233000,3,0.730143
1.20393,4.20016,0.362339,15.2061,06/26/2024 23:41:58.676697640,3,0.747966
1.20226,4.20015,0.361844,15.568,06/26/2024 23:41:59.760193480,3,0.765764
1.20064,4.20016,0.361348,15.9293,06/26/2024 23:42:00.843656620,3,0.783539
1.19906,4.20016,0.360881,16.2902,06/26/2024 23:42:01.927149160,3,0.80129
1.19749,4.20016,0.360407,16.6506,06/26/2024 23:42:03.010639600,3,0.819018
